Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2021.07.07-00:00:00.018;7;6;6;3;2;0;0;0;0;0
2021.07.07-00:10:00.078;4;12;15;4;4;1;0;0;0;0
2021.07.07-00:20:00.196;7;9;2;11;2;0;0;2;0;0
2021.07.07-00:30:00.328;9;9;6;5;5;2;0;1;0;0
2021.07.07-00:40:00.414;2;0;2;8;0;1;0;0;0;0
2021.07.07-00:50:00.502;5;0;2;2;0;2;0;0;0;0
2021.07.07-01:00:25.141;2;1;2;1;1;0;0;0;0;0
2021.07.07-01:11:23.366;1;10;2;0;0;0;0;0;0;0
2021.07.07-01:21:23.434;3;2;1;2;1;0;0;0;0;0
2021.07.07-01:31:23.552;0;8;3;4;0;3;0;0;0;0
2021.07.07-01:41:23.744;4;4;1;1;0;2;0;0;0;0
2021.07.07-01:51:23.825;2;4;2;3;0;0;0;0;0;0
2021.07.07-02:01:24.019;2;1;3;2;0;1;0;0;0;0
2021.07.07-02:11:24.049;6;1;2;1;0;0;0;0;0;0
2021.07.07-02:21:24.127;2;3;0;3;0;2;0;0;0;0
2021.07.07-02:31:24.308;4;2;0;4;0;0;0;0;0;0
2021.07.07-02:41:24.415;3;1;1;6;0;2;0;0;0;0
2021.07.07-02:51:24.518;1;1;2;0;0;1;0;1;0;0
2021.07.07-03:01:24.625;3;1;0;1;0;0;0;0;0;0
2021.07.07-03:11:24.694;2;1;3;0;0;0;0;0;0;0
2021.07.07-03:21:24.715;4;4;0;1;1;0;0;1;0;0
2021.07.07-03:31:24.827;7;3;2;3;0;0;1;0;0;0
2021.07.07-03:41:24.909;2;1;0;2;0;1;0;0;0;0
2021.07.07-03:51:24.949;7;3;1;1;0;0;1;0;0;1
2021.07.07-04:01:25.097;4;1;2;1;1;0;0;0;0;0
2021.07.07-04:11:25.109;8;2;2;3;0;0;0;3;0;0
2021.07.07-04:21:25.151;15;3;2;1;1;0;1;2;1;0
2021.07.07-04:31:25.275;13;6;2;1;4;0;2;5;0;2
2021.07.07-04:41:25.397;19;7;7;7;8;3;3;3;2;0
2021.07.07-04:51:25.561;15;15;6;6;5;0;6;12;3;3
2021.07.07-05:01:25.642;19;10;11;3;8;0;5;3;3;1
2021.07.07-05:11:25.809;34;15;9;5;12;1;3;3;1;2
2021.07.07-05:21:25.919;41;15;19;12;10;0;3;4;1;6
2021.07.07-05:31:26.083;34;23;13;6;8;2;8;0;2;1
2021.07.07-05:41:26.099;29;34;6;15;3;1;4;6;4;1
2021.07.07-05:51:26.254;37;21;5;6;4;2;8;8;0;2
2021.07.07-06:01:26.568;27;34;9;13;3;4;7;5;0;0
