Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2021.06.08-00:00:00.116;5;15;0;4;0;3;0;1;0;1
2021.06.08-00:10:00.189;1;6;0;2;0;1;0;0;0;0
2021.06.08-00:20:00.284;2;3;2;2;1;2;0;3;0;0
2021.06.08-00:30:00.327;5;3;0;4;1;0;0;0;0;0
2021.06.08-00:40:00.431;0;1;1;0;1;0;0;0;0;0
2021.06.08-00:50:00.578;3;8;0;1;0;2;0;1;0;0
2021.06.08-01:00:00.729;5;4;2;1;0;1;0;0;0;0
2021.06.08-01:10:00.775;4;5;3;0;0;0;0;0;0;0
2021.06.08-01:20:00.794;1;3;2;1;0;0;0;0;0;0
2021.06.08-01:30:00.821;0;2;0;1;0;0;0;0;0;0
2021.06.08-01:40:00.865;5;2;0;4;0;3;0;0;0;0
2021.06.08-01:50:00.993;2;0;2;3;0;0;0;0;0;0
2021.06.08-02:00:01.169;0;1;0;0;3;0;0;0;0;0
2021.06.08-02:10:01.345;2;0;3;0;2;0;0;0;0;0
2021.06.08-02:20:01.526;1;1;0;2;0;1;0;0;0;0
2021.06.08-02:30:01.682;1;0;0;0;0;0;0;0;0;0
2021.06.08-02:40:01.731;0;0;0;0;0;0;0;0;0;0
2021.06.08-02:50:01.942;0;0;0;0;0;0;0;0;0;0
2021.06.08-03:00:02.081;19;10;10;3;3;2;1;5;5;7
2021.06.08-03:10:02.110;3;3;0;1;0;2;0;1;0;0
2021.06.08-03:20:02.289;4;1;0;0;0;0;0;2;0;0
2021.06.08-03:30:02.423;7;3;0;0;1;0;0;1;0;0
2021.06.08-03:40:02.625;8;0;0;0;1;1;2;0;0;0
2021.06.08-03:50:02.800;4;4;1;0;0;0;1;0;1;0
2021.06.08-04:00:02.904;4;3;1;3;0;0;0;0;0;0
2021.06.08-04:10:03.046;6;2;2;0;0;0;0;5;0;1
2021.06.08-04:20:03.167;8;3;1;0;1;0;1;4;4;2
2021.06.08-04:30:03.350;11;5;4;0;5;0;0;4;0;1
2021.06.08-04:40:03.466;21;3;5;2;0;0;2;5;3;0
2021.06.08-04:50:03.541;18;7;7;2;6;3;3;15;2;2
2021.06.08-05:00:03.582;20;14;3;4;5;0;3;0;1;1
2021.06.08-05:10:03.839;34;10;13;3;13;0;4;6;2;4
2021.06.08-05:20:03.931;39;16;10;8;8;2;2;7;1;7
2021.06.08-05:30:04.093;51;19;13;5;8;0;7;2;0;2
2021.06.08-05:40:04.335;33;30;14;9;1;2;8;11;0;0
2021.06.08-05:50:04.370;24;30;11;14;1;5;15;9;1;2
2021.06.08-06:00:04.570;30;31;8;8;4;2;4;3;1;0
2021.06.08-06:10:04.582;60;26;7;10;7;5;4;7;3;0
2021.06.08-06:20:04.592;87;52;10;11;5;3;11;11;3;3
2021.06.08-06:30:04.637;108;38;25;18;4;6;10;16;0;1
2021.06.08-06:40:04.641;125;49;27;9;23;2;8;9;4;2
2021.06.08-06:50:04.867;147;48;44;19;26;5;8;13;2;2
2021.06.08-07:00:05.107;129;72;28;12;34;1;14;6;1;0
2021.06.08-07:10:05.605;128;114;28;14;66;7;9;7;5;5
2021.06.08-07:20:05.961;120;115;53;18;55;5;12;9;3;4
2021.06.08-07:30:06.203;114;120;73;15;59;10;16;10;4;0
2021.06.08-07:40:06.563;120;97;71;18;67;8;2;5;5;4
2021.06.08-07:50:06.650;131;115;30;10;55;8;21;6;6;0
2021.06.08-08:00:06.780;160;76;23;16;46;5;12;11;7;4
2021.06.08-08:10:07.162;172;119;21;15;55;0;20;10;3;5
2021.06.08-08:20:07.252;150;94;25;6;33;6;18;7;4;2
2021.06.08-08:30:07.340;139;94;19;12;40;6;9;3;5;1
2021.06.08-08:40:07.611;144;111;26;17;36;10;7;7;1;2
2021.06.08-08:50:08.104;139;97;20;12;38;9;8;3;2;0
2021.06.08-09:00:08.335;115;92;18;14;27;7;5;5;2;1
2021.06.08-09:10:08.485;112;93;23;16;31;12;11;4;1;3
2021.06.08-09:20:08.540;114;107;14;19;17;5;3;9;2;0
2021.06.08-09:30:08.706;104;94;27;17;11;6;5;4;3;2
2021.06.08-09:40:08.777;127;84;23;18;19;2;4;6;4;1
2021.06.08-09:50:09.042;132;89;25;21;18;5;6;6;2;4
2021.06.08-10:00:09.046;113;104;12;10;15;8;14;10;0;2
2021.06.08-10:10:09.169;107;75;24;14;9;5;11;9;0;0
2021.06.08-10:20:09.428;98;109;24;19;18;9;5;6;2;0
