Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2021.08.05-00:00:00.125;0;4;3;3;1;1;0;0;0;0
2021.08.05-00:10:00.318;2;3;8;2;1;0;0;0;0;0
2021.08.05-00:20:00.355;1;6;5;3;1;4;0;1;0;0
2021.08.05-00:30:00.536;2;4;12;7;10;3;0;0;0;0
2021.08.05-00:40:00.794;2;3;1;1;0;0;0;0;0;0
2021.08.05-00:50:01.524;3;2;3;6;3;2;0;1;0;0
2021.08.05-01:00:01.609;0;1;5;1;3;2;0;0;0;0
2021.08.05-01:10:01.616;1;1;1;5;0;1;0;0;0;0
2021.08.05-01:20:01.764;0;2;5;3;0;0;0;0;0;0
2021.08.05-01:30:01.983;3;3;1;1;0;2;0;1;0;0
2021.08.05-01:40:01.992;3;2;2;1;1;2;0;0;0;0
2021.08.05-01:50:02.134;2;0;2;1;2;1;0;0;0;0
2021.08.05-02:00:02.260;0;0;1;2;1;1;0;0;0;0
2021.08.05-02:10:02.374;0;3;0;2;3;2;0;0;0;0
2021.08.05-02:21:15.099;1;1;2;2;0;3;0;0;0;0
2021.08.05-02:31:15.159;1;1;2;1;0;1;0;0;0;0
2021.08.05-02:41:15.294;1;3;1;1;0;0;0;0;0;0
2021.08.05-02:51:15.336;2;1;0;1;1;2;0;0;0;0
2021.08.05-03:01:15.473;2;2;0;0;0;1;0;3;0;0
2021.08.05-03:11:15.499;0;0;0;0;1;1;0;0;0;0
2021.08.05-03:21:15.503;1;0;0;1;0;1;0;2;0;0
2021.08.05-03:31:15.569;0;3;0;0;1;1;2;1;1;0
2021.08.05-03:41:15.672;1;1;0;0;0;0;1;0;0;0
2021.08.05-03:51:15.733;4;1;2;0;0;1;0;0;0;0
2021.08.05-04:01:15.905;0;2;4;1;0;0;0;0;0;0
2021.08.05-04:11:15.968;0;3;1;0;2;0;1;7;0;0
2021.08.05-04:21:16.109;2;1;0;0;0;0;0;4;0;0
2021.08.05-04:31:16.110;1;6;3;1;0;0;1;4;1;0
2021.08.05-04:41:16.250;3;1;3;1;1;0;8;7;0;0
2021.08.05-04:51:16.305;2;5;6;7;7;20;1;14;1;0
2021.08.05-05:01:16.420;4;2;6;1;2;1;4;4;3;1
2021.08.05-05:11:16.427;4;5;9;0;4;2;2;6;1;0
2021.08.05-05:21:25.033;6;5;5;4;2;4;3;2;2;1
2021.08.05-05:31:25.065;5;5;14;11;3;3;0;4;0;1
2021.08.05-05:41:25.150;8;7;5;7;3;2;10;9;3;1
2021.08.05-05:51:25.329;3;9;13;10;4;1;8;10;1;5
2021.08.05-06:01:25.338;1;3;7;9;8;3;2;5;2;2
2021.08.05-06:11:25.568;4;10;10;13;4;3;13;9;6;3
2021.08.05-06:21:25.641;6;12;11;21;9;3;6;7;2;3
2021.08.05-06:31:25.761;7;9;25;12;10;4;13;15;0;1
2021.08.05-06:41:26.067;7;12;31;12;8;3;12;15;3;1
2021.08.05-06:51:26.143;11;17;29;24;17;6;10;3;1;0
2021.08.05-07:01:26.281;9;19;33;15;20;7;6;8;1;3
2021.08.05-07:11:26.387;5;18;30;12;35;5;6;9;2;4
2021.08.05-07:21:26.421;14;31;28;20;18;14;6;6;1;3
2021.08.05-07:31:26.537;5;27;26;13;32;11;9;5;2;2
2021.08.05-07:41:26.663;11;18;38;24;52;16;3;7;3;3
2021.08.05-07:51:26.845;6;28;32;22;30;9;4;6;1;4
2021.08.05-08:01:26.956;14;30;20;10;19;9;5;6;3;1
2021.08.05-08:11:26.984;13;23;18;15;25;13;5;6;1;1
2021.08.05-08:21:26.987;11;17;22;13;24;7;5;9;2;1
2021.08.05-08:31:27.105;12;21;22;20;25;7;2;5;1;0
2021.08.05-08:41:27.275;10;40;24;34;26;14;6;9;3;5
2021.08.05-08:51:27.426;11;19;20;16;25;8;4;3;0;1
2021.08.05-09:01:27.463;17;32;21;23;15;15;4;5;0;1
2021.08.05-09:11:27.520;20;34;17;28;14;4;9;6;0;0
2021.08.05-09:21:27.647;17;22;14;23;9;9;7;12;1;1
2021.08.05-09:31:27.844;14;27;15;17;9;8;2;4;0;1
2021.08.05-09:41:28.101;20;26;11;17;17;9;8;15;5;6
2021.08.05-09:51:28.201;14;38;9;19;29;18;1;3;1;2
2021.08.05-10:01:28.349;25;70;6;5;5;3;7;8;2;5
2021.08.05-10:11:28.418;17;37;4;4;2;6;10;14;0;3
2021.08.05-10:21:28.513;28;29;6;8;11;2;4;11;1;2
2021.08.05-10:31:28.552;15;28;8;15;3;13;10;8;2;0
2021.08.05-10:41:28.780;28;25;6;9;11;7;10;8;1;3
2021.08.05-10:51:28.919;12;27;12;13;2;10;2;5;1;4
2021.08.05-11:01:29.041;15;32;11;6;12;2;13;14;0;3
2021.08.05-11:11:29.097;16;36;7;11;3;3;6;6;1;4
2021.08.05-11:21:29.185;14;37;9;11;6;3;4;7;3;3
2021.08.05-11:31:29.307;15;45;11;7;6;5;5;11;1;2
2021.08.05-11:41:29.436;19;29;10;15;6;5;6;6;1;1
2021.08.05-11:51:29.630;26;34;8;7;10;4;9;6;1;2
2021.08.05-12:01:29.774;13;43;16;14;13;9;11;9;2;2
2021.08.05-12:11:29.788;18;35;9;16;5;8;9;10;4;0
2021.08.05-12:21:29.816;12;52;8;4;13;4;1;2;2;5
2021.08.05-12:31:29.929;17;44;10;10;12;5;4;9;1;5
2021.08.05-12:41:29.978;11;23;15;14;6;8;4;8;2;1
2021.08.05-12:51:29.990;7;28;8;13;12;18;3;2;3;2
2021.08.05-13:01:30.118;7;33;9;14;10;5;8;8;6;3
2021.08.05-13:11:30.397;28;49;12;14;14;15;7;6;0;0
2021.08.05-13:21:30.611;7;39;11;7;5;9;5;9;1;1
2021.08.05-13:31:30.683;16;37;17;8;14;12;8;2;1;1
2021.08.05-13:41:30.751;8;28;8;7;17;6;9;9;2;2
2021.08.05-13:51:30.900;11;44;5;10;7;11;8;4;1;0
2021.08.05-14:01:31.250;9;35;6;13;14;6;5;7;0;3
2021.08.05-14:11:31.350;15;44;12;19;16;17;4;9;1;3
2021.08.05-14:21:31.552;10;48;16;25;25;15;8;12;1;5
2021.08.05-14:31:33.022;10;37;15;19;6;13;9;4;1;0
2021.08.05-14:41:33.220;16;40;15;24;14;17;7;9;1;3
2021.08.05-14:51:33.253;8;36;18;17;9;10;3;4;0;1
2021.08.05-15:01:33.316;11;46;13;16;20;10;7;11;0;2
2021.08.05-15:11:34.835;14;33;21;20;15;12;5;7;0;2
2021.08.05-15:21:35.007;8;52;14;29;17;29;8;9;1;4
2021.08.05-15:31:35.241;21;46;17;28;11;18;8;5;2;3
2021.08.05-15:41:35.369;13;58;13;34;21;25;8;6;4;2
2021.08.05-15:51:35.603;13;54;17;50;17;15;1;8;1;1
2021.08.05-16:01:35.606;26;43;13;30;22;15;6;5;4;5
2021.08.05-16:11:35.662;19;61;30;50;18;37;3;6;1;1
2021.08.05-16:21:35.815;21;58;27;33;8;41;10;10;1;6
2021.08.05-16:31:35.843;7;55;35;40;18;46;5;11;1;4
2021.08.05-16:41:35.947;10;64;36;43;24;36;8;3;1;1
2021.08.05-16:51:36.006;13;86;19;46;13;18;8;10;1;3
2021.08.05-17:01:36.104;15;77;28;31;13;15;9;16;1;1
2021.08.05-17:11:36.249;14;82;30;49;8;26;6;7;5;1
2021.08.05-17:21:36.389;8;59;25;45;21;23;2;7;1;4
2021.08.05-17:31:36.478;11;70;20;33;11;15;5;5;3;2
2021.08.05-17:41:36.653;4;48;21;18;17;23;8;12;2;1
2021.08.05-17:51:37.022;7;68;27;21;15;16;12;10;2;4
2021.08.05-18:01:37.173;16;46;15;6;8;4;1;5;0;2
2021.08.05-18:11:37.279;23;65;17;19;12;8;4;1;0;0
2021.08.05-18:21:37.418;21;79;25;12;9;13;3;4;0;2
2021.08.05-18:31:37.653;14;54;25;24;14;16;9;3;1;1
2021.08.05-18:41:37.759;27;47;22;32;13;33;1;3;0;0
2021.08.05-18:51:37.766;22;49;13;17;29;43;7;9;5;1
2021.08.05-19:01:37.831;9;54;17;24;27;61;1;7;0;2
2021.08.05-19:11:38.020;23;32;10;19;20;30;4;5;1;0
2021.08.05-19:21:38.304;25;61;32;30;36;43;10;16;0;3
2021.08.05-19:31:38.447;30;47;10;17;52;78;7;12;0;0
2021.08.05-19:41:38.854;24;49;25;13;39;44;1;8;2;1
2021.08.05-19:51:39.138;9;37;29;31;27;23;8;6;4;3
2021.08.05-20:01:39.366;13;34;25;15;30;37;8;12;4;4
2021.08.05-20:11:39.483;28;51;19;27;27;47;6;1;2;1
2021.08.05-20:21:39.710;12;37;13;19;27;21;2;3;2;0
2021.08.05-20:31:39.865;13;49;19;23;19;29;9;2;2;0
2021.08.05-20:41:40.026;6;30;28;20;17;7;1;9;0;2
2021.08.05-20:51:40.101;14;37;20;19;7;14;12;10;0;1
2021.08.05-21:01:40.132;13;30;28;5;4;6;5;14;1;0
2021.08.05-21:11:40.205;13;36;16;9;11;9;3;3;0;0
2021.08.05-21:21:40.312;14;22;34;15;10;9;6;4;2;6
2021.08.05-21:31:40.398;8;16;17;15;11;15;14;8;1;1
2021.08.05-21:41:40.529;14;48;21;17;16;14;1;5;0;0
2021.08.05-21:51:40.729;13;24;28;10;22;14;11;12;0;1
2021.08.05-22:01:40.923;8;33;25;10;10;10;3;4;1;0
2021.08.05-22:11:40.963;11;25;18;6;16;27;4;5;0;1
2021.08.05-22:21:47.016;12;19;25;7;40;8;2;9;1;1
2021.08.05-22:31:47.123;12;15;25;7;24;8;5;4;1;0
2021.08.05-22:41:47.321;10;23;23;21;24;8;3;8;0;0
2021.08.05-22:51:47.401;17;26;9;6;9;4;5;18;1;1
2021.08.05-23:01:47.601;15;26;11;10;8;5;11;8;2;0
2021.08.05-23:11:47.610;12;21;35;13;14;8;0;4;0;0
2021.08.05-23:21:47.801;8;22;18;4;25;4;1;1;1;0
2021.08.05-23:31:47.941;19;12;16;9;31;4;6;7;0;1
2021.08.05-23:41:48.042;11;9;25;8;20;8;1;0;0;0
2021.08.05-23:51:48.233;8;17;6;5;6;3;1;1;0;0
