Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2020.09.05-00:00:00.000;12;19;4;7;4;7;1;0;0;0
2020.09.05-00:10:00.077;17;23;3;9;2;3;0;1;0;0
2020.09.05-00:20:00.233;12;19;9;5;2;3;0;1;0;0
2020.09.05-00:30:00.293;15;33;8;6;4;4;0;0;0;0
2020.09.05-00:40:00.346;12;9;6;7;1;4;0;0;0;0
2020.09.05-00:50:00.435;14;13;3;6;2;2;0;0;0;1
2020.09.05-01:00:00.439;19;23;2;5;3;2;0;2;0;0
2020.09.05-01:10:00.502;14;19;3;4;1;7;0;0;0;0
2020.09.05-01:20:00.651;12;12;5;11;2;2;0;0;0;0
2020.09.05-01:30:00.771;9;8;1;8;2;3;0;0;0;0
2020.09.05-01:40:00.796;8;5;2;5;4;5;0;0;0;0
2020.09.05-01:50:01.004;8;9;1;1;3;1;0;0;0;0
2020.09.05-02:00:01.143;0;2;0;2;0;0;0;0;0;0
2020.09.05-02:27:09.388;6;10;1;3;0;2;0;0;0;0
2020.09.05-02:37:09.434;7;10;1;9;2;7;0;0;0;0
2020.09.05-02:47:09.467;4;9;4;6;1;2;0;0;0;0
2020.09.05-02:57:09.566;2;7;1;0;0;2;1;0;0;0
2020.09.05-03:07:09.705;2;12;6;4;1;4;0;0;0;0
2020.09.05-03:17:09.819;8;10;2;0;0;1;0;0;0;0
2020.09.05-03:27:09.992;9;1;0;0;1;2;1;2;0;1
2020.09.05-03:37:10.175;8;7;1;0;1;3;0;0;1;0
2020.09.05-03:47:10.329;7;7;2;3;0;0;0;0;1;0
2020.09.05-03:57:11.844;9;4;1;0;0;2;0;0;0;0
2020.09.05-04:07:11.879;7;12;2;1;0;5;0;1;0;0
2020.09.05-04:17:11.887;8;10;4;5;1;3;0;0;1;0
2020.09.05-04:27:11.937;3;5;1;0;2;0;1;1;0;0
2020.09.05-04:37:11.937;10;6;3;1;0;0;1;1;1;1
2020.09.05-04:47:11.993;10;6;2;0;2;0;0;6;0;0
2020.09.05-04:57:12.016;21;6;3;4;0;0;2;2;0;1
2020.09.05-05:07:12.158;14;14;2;4;2;0;0;3;0;0
2020.09.05-05:17:12.224;30;7;4;5;1;1;0;3;0;0
2020.09.05-05:27:12.409;14;9;5;0;3;1;3;3;0;2
2020.09.05-05:37:12.452;32;13;5;4;2;6;1;3;1;0
2020.09.05-05:47:13.361;27;7;1;4;8;3;4;3;0;3
2020.09.05-05:57:13.503;25;11;5;6;3;0;4;7;1;1
2020.09.05-06:07:13.584;22;10;8;5;5;0;2;7;2;3
2020.09.05-06:17:13.736;29;20;8;5;9;2;3;2;0;1
2020.09.05-06:27:13.889;50;7;4;4;3;4;3;4;0;2
2020.09.05-06:37:13.998;45;33;5;8;3;1;5;4;2;2
2020.09.05-06:47:14.225;29;37;5;11;5;1;5;1;1;1
2020.09.05-06:57:14.418;21;33;5;8;0;2;8;6;1;2
2020.09.05-07:07:14.653;33;32;1;10;2;6;4;3;0;0
2020.09.05-07:17:14.722;22;49;4;7;5;1;2;6;3;2
2020.09.05-07:27:14.856;67;52;4;9;6;3;7;2;3;0
2020.09.05-07:37:14.906;88;61;0;7;8;2;3;7;1;0
2020.09.05-07:47:15.021;97;60;2;5;5;7;2;4;0;0
2020.09.05-07:57:15.139;101;54;2;4;10;7;5;6;0;1
2020.09.05-08:07:15.206;82;68;8;6;10;4;5;4;1;0
2020.09.05-08:17:15.378;92;58;7;13;26;6;1;4;1;2
2020.09.05-08:27:15.595;101;71;6;19;17;3;5;4;1;1
2020.09.05-08:37:15.711;129;73;16;15;24;6;12;4;5;0
2020.09.05-08:47:15.922;145;77;25;12;22;5;1;3;0;0
2020.09.05-08:57:16.048;128;92;10;12;11;2;8;6;2;0
2020.09.05-09:07:16.060;141;74;22;13;13;6;8;2;2;0
2020.09.05-09:17:16.301;124;95;13;43;10;3;3;5;1;2
2020.09.05-09:27:16.403;114;106;10;21;16;9;5;5;3;1
2020.09.05-09:37:16.731;190;107;12;20;18;5;6;2;2;2
2020.09.05-09:47:16.828;140;97;14;29;23;4;2;4;2;0
2020.09.05-09:57:16.837;100;112;18;35;31;2;8;6;0;1
2020.09.05-10:07:17.016;137;83;15;20;23;7;5;6;2;2
2020.09.05-10:17:17.121;158;78;10;20;13;14;7;8;4;0
2020.09.05-10:27:17.198;146;87;28;19;21;5;9;3;3;1
2020.09.05-10:37:17.220;145;106;17;18;12;10;11;4;2;2
2020.09.05-10:47:17.292;106;98;15;22;21;7;2;1;0;0
2020.09.05-10:57:17.321;146;106;14;18;15;7;5;8;0;1
2020.09.05-11:07:17.366;150;105;24;16;20;13;6;3;2;2
2020.09.05-11:17:17.644;105;112;12;22;9;3;3;4;2;1
2020.09.05-11:27:17.668;114;95;22;18;13;7;11;12;1;3
2020.09.05-11:37:17.977;116;128;25;22;22;11;4;3;2;1
2020.09.05-11:47:18.004;105;110;27;13;17;8;1;2;0;2
2020.09.05-11:57:18.124;99;117;17;21;21;18;4;8;3;1
2020.09.05-12:07:18.173;97;103;24;18;10;3;2;3;3;0
2020.09.05-12:17:18.287;98;112;27;18;14;11;1;6;1;1
2020.09.05-12:27:18.418;88;103;29;23;20;14;5;6;2;1
2020.09.05-12:37:18.647;91;115;18;22;16;8;2;2;2;1
2020.09.05-12:47:18.870;94;90;17;19;21;7;2;4;1;2
2020.09.05-12:57:18.927;87;115;25;19;20;6;1;4;4;4
2020.09.05-13:07:19.185;76;107;19;21;13;14;4;5;2;1
2020.09.05-13:17:19.456;85;103;18;19;6;19;0;7;2;0
2020.09.05-13:27:19.462;78;83;10;18;8;20;4;6;2;2
2020.09.05-13:37:19.856;88;80;14;17;10;10;5;4;2;1
2020.09.05-13:47:19.877;93;98;24;17;9;11;2;6;1;2
2020.09.05-13:57:19.914;84;91;17;11;16;15;5;6;1;1
2020.09.05-14:07:20.012;100;98;24;18;16;21;5;5;0;2
2020.09.05-14:17:20.070;104;105;20;26;16;15;3;12;1;0
2020.09.05-14:27:20.093;97;91;26;15;17;15;5;7;4;0
2020.09.05-14:37:20.208;102;85;15;19;21;13;6;8;2;0
2020.09.05-14:47:20.308;71;90;28;21;24;9;7;8;2;1
2020.09.05-14:57:20.556;80;57;14;7;24;11;4;11;1;1
2020.09.05-15:07:20.874;89;94;23;22;24;16;3;10;2;1
2020.09.05-15:17:21.064;92;103;19;18;12;8;2;5;2;2
2020.09.05-15:27:21.134;94;80;31;27;11;5;6;7;1;2
2020.09.05-15:37:21.338;89;78;20;18;28;15;3;4;2;1
2020.09.05-15:47:21.394;98;61;22;18;13;24;8;4;1;0
2020.09.05-15:57:21.509;106;87;39;31;20;27;2;10;1;2
2020.09.05-16:07:21.715;107;115;20;19;27;26;4;8;1;0
2020.09.05-16:17:21.908;119;76;27;14;16;19;2;6;1;1
2020.09.05-16:27:22.054;79;94;20;24;16;16;5;4;2;2
