Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2020.08.06-00:00:00.142;6;19;0;1;0;0;0;1;0;0
2020.08.06-00:10:00.244;17;7;2;3;1;1;0;0;0;0
2020.08.06-00:20:00.426;9;14;1;0;4;0;0;0;0;0
2020.08.06-00:30:20.414;4;10;0;0;1;0;0;0;0;0
2020.08.06-00:40:20.752;9;12;0;0;0;1;0;0;0;0
2020.08.06-00:51:14.427;2;8;0;0;0;0;0;0;0;0
2020.08.06-01:01:14.564;4;1;1;0;0;2;0;0;0;0
2020.08.06-01:11:14.641;3;18;1;0;0;0;0;0;0;0
2020.08.06-01:21:14.785;5;6;0;3;0;3;0;0;0;0
2020.08.06-01:31:14.892;4;2;0;3;0;1;0;0;0;0
2020.08.06-01:41:15.020;2;3;1;0;0;1;0;0;0;0
2020.08.06-01:51:15.091;0;1;0;0;0;0;0;0;0;0
2020.08.06-02:01:15.150;1;0;0;0;0;0;0;0;0;0
2020.08.06-02:50:05.131;1;1;0;1;0;0;0;0;0;0
2020.08.06-03:00:05.203;5;0;0;0;0;0;0;0;0;0
2020.08.06-03:10:05.387;2;0;0;0;0;0;0;0;0;0
2020.08.06-03:20:05.518;1;1;0;1;0;0;1;1;0;0
2020.08.06-03:30:05.624;2;2;2;0;0;0;0;0;0;0
2020.08.06-03:40:05.646;3;0;0;3;0;1;0;0;0;1
2020.08.06-03:50:05.800;7;3;2;1;0;0;0;0;0;0
2020.08.06-04:00:05.880;10;3;2;0;0;0;0;0;0;0
2020.08.06-04:10:06.071;8;6;4;1;0;0;0;1;0;0
2020.08.06-04:20:06.183;13;7;4;2;0;0;1;1;1;1
2020.08.06-04:30:06.235;16;5;4;0;0;0;0;0;0;0
2020.08.06-04:40:06.281;21;8;3;2;0;0;2;3;0;0
2020.08.06-04:50:06.340;15;11;6;0;1;0;4;9;0;3
2020.08.06-05:00:06.517;25;10;4;0;9;0;4;2;1;0
2020.08.06-05:10:06.532;26;13;10;2;11;0;2;5;0;5
2020.08.06-05:20:07.561;35;12;10;5;12;0;6;6;0;3
2020.08.06-05:30:07.724;48;12;4;4;6;0;3;4;0;1
2020.08.06-05:40:08.627;50;22;8;7;9;0;4;3;1;2
