Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2021.07.05-00:00:00.123;2;9;1;1;0;1;0;0;0;0
2021.07.05-00:10:00.250;9;4;1;9;0;1;0;0;0;0
2021.07.05-00:20:00.438;6;7;0;0;0;2;1;0;0;0
2021.07.05-00:30:00.555;1;4;1;0;0;0;0;0;0;0
2021.07.05-00:40:00.700;1;3;1;2;2;1;0;0;0;0
2021.07.05-00:50:00.760;4;5;1;1;0;0;0;0;0;0
2021.07.05-01:00:00.931;3;8;1;1;1;0;0;0;0;0
2021.07.05-01:10:00.969;6;1;1;1;0;0;0;0;0;0
2021.07.05-01:20:01.142;1;7;0;0;0;0;0;0;0;0
2021.07.05-01:30:01.166;2;0;0;2;0;0;0;0;0;0
2021.07.05-01:40:01.236;0;0;0;0;0;0;0;0;0;0
2021.07.05-01:50:01.368;1;4;0;1;0;0;0;0;0;0
2021.07.05-02:00:01.689;4;4;1;1;0;0;0;0;0;0
2021.07.05-02:10:01.786;1;0;1;0;0;0;0;0;0;0
2021.07.05-02:20:01.919;3;1;1;3;0;0;0;0;0;0
2021.07.05-02:30:01.935;2;3;0;0;0;0;0;0;0;0
2021.07.05-02:40:01.982;5;1;0;0;0;0;0;0;0;0
2021.07.05-02:50:02.161;3;1;0;0;0;0;0;0;0;0
2021.07.05-03:00:02.292;2;2;0;0;1;1;0;1;0;0
2021.07.05-03:10:02.439;5;4;0;0;0;0;0;0;0;0
2021.07.05-03:20:02.651;6;2;0;0;0;0;0;0;0;1
2021.07.05-03:30:02.717;5;0;0;1;3;0;0;2;1;0
2021.07.05-03:40:02.766;3;5;4;0;1;0;0;0;0;0
2021.07.05-03:50:02.787;11;0;2;0;0;0;2;0;0;0
2021.07.05-04:00:02.956;9;1;0;1;1;0;0;0;0;0
2021.07.05-04:10:02.990;9;5;3;0;4;0;1;2;0;2
2021.07.05-04:20:03.090;12;7;1;0;3;0;0;1;0;2
2021.07.05-04:30:03.189;12;2;4;1;1;0;0;3;2;1
2021.07.05-04:40:03.350;21;7;2;4;2;0;4;8;1;0
2021.07.05-04:50:03.546;21;6;3;6;4;0;2;10;0;0
2021.07.05-05:00:03.620;21;10;5;2;12;1;7;7;1;1
2021.07.05-05:10:03.738;30;10;15;3;4;1;0;4;1;4
2021.07.05-05:20:03.814;33;18;11;12;7;1;5;7;2;3
2021.07.05-05:30:03.915;70;18;16;9;13;2;4;3;2;3
2021.07.05-05:40:03.986;43;30;7;13;7;0;3;6;0;1
2021.07.05-05:50:04.111;29;29;13;12;2;0;5;9;2;1
2021.07.05-06:00:04.346;50;20;17;3;5;1;5;1;1;1
2021.07.05-06:10:04.582;56;25;9;4;25;1;1;4;0;6
2021.07.05-06:20:04.714;86;34;18;11;19;0;6;6;2;1
2021.07.05-06:30:04.773;88;47;18;15;12;3;6;10;2;3
2021.07.05-06:40:04.791;111;42;23;16;26;0;7;4;1;3
2021.07.05-06:50:04.996;137;52;29;10;23;2;8;7;1;2
2021.07.05-07:00:05.330;101;65;36;23;26;1;11;16;1;2
2021.07.05-07:10:05.372;125;67;45;22;36;1;12;8;2;3
2021.07.05-07:20:05.490;117;80;39;19;47;2;4;6;4;3
2021.07.05-07:30:05.576;119;75;49;17;36;8;8;8;1;1
2021.07.05-07:40:05.636;153;87;41;27;39;6;6;13;6;3
2021.07.05-07:50:05.656;145;92;48;27;41;5;11;6;1;2
2021.07.05-08:00:05.743;117;83;41;20;34;6;8;6;0;2
2021.07.05-08:10:05.874;102;99;28;22;29;4;6;8;4;1
2021.07.05-08:20:05.881;115;68;31;20;18;5;7;7;3;2
2021.07.05-08:30:06.039;119;78;16;29;19;6;6;1;0;1
2021.07.05-08:40:06.140;131;89;35;19;27;7;9;7;3;2
2021.07.05-08:50:06.240;111;87;30;28;36;4;12;6;1;2
2021.07.05-09:00:06.289;118;71;29;15;27;9;8;6;0;2
2021.07.05-09:10:06.488;114;67;15;31;27;4;4;4;3;2
2021.07.05-09:20:06.680;108;68;27;15;13;3;11;7;0;0
2021.07.05-09:30:06.711;111;82;17;20;25;8;5;6;2;1
2021.07.05-09:40:06.876;121;78;32;10;18;8;12;4;1;2
2021.07.05-09:50:07.034;108;66;26;20;23;7;0;5;3;1
2021.07.05-10:00:07.123;104;59;34;15;13;4;7;6;2;2
2021.07.05-10:10:07.302;99;85;18;9;17;12;6;6;0;2
2021.07.05-10:20:07.340;102;76;20;20;17;5;6;6;2;2
2021.07.05-10:30:07.500;97;82;17;16;12;7;3;5;0;1
2021.07.05-10:40:07.807;108;65;29;15;18;13;5;5;3;1
2021.07.05-10:50:07.884;109;93;20;24;8;14;5;5;3;2
2021.07.05-11:00:08.301;91;80;26;23;14;14;9;4;2;0
2021.07.05-11:10:08.578;106;72;17;14;9;5;11;6;3;3
2021.07.05-11:20:08.752;82;98;23;21;7;18;3;10;1;3
2021.07.05-11:30:08.762;97;87;33;17;21;10;5;6;3;0
2021.07.05-11:40:08.777;82;95;30;31;21;14;7;8;1;1
2021.07.05-11:50:08.871;86;101;21;22;9;17;3;7;3;5
2021.07.05-12:00:09.019;73;91;23;18;13;8;6;10;3;4
2021.07.05-12:10:09.106;80;92;20;27;11;16;5;8;0;3
2021.07.05-12:20:09.282;84;85;23;19;12;12;4;5;1;1
2021.07.05-12:30:09.371;73;94;16;30;8;15;5;11;2;1
2021.07.05-12:40:09.622;95;90;24;28;7;14;4;5;1;1
2021.07.05-12:50:09.821;92;92;21;21;9;12;3;8;2;1
2021.07.05-13:00:09.961;84;83;27;21;14;7;8;5;2;2
2021.07.05-13:10:09.962;107;80;16;22;12;15;3;10;1;1
2021.07.05-13:20:10.052;100;66;9;20;10;7;9;16;2;4
2021.07.05-13:30:10.078;73;82;22;23;11;15;8;10;1;1
2021.07.05-13:40:10.179;77;109;21;22;6;13;7;5;1;0
2021.07.05-13:50:10.266;71;84;21;13;8;12;7;9;2;2
2021.07.05-14:00:10.454;68;92;19;22;11;17;3;10;1;2
2021.07.05-14:10:10.537;82;87;19;25;14;19;3;5;5;4
2021.07.05-14:20:10.569;79;79;19;29;5;6;8;6;3;5
2021.07.05-14:30:10.732;95;110;16;27;13;12;10;6;1;3
2021.07.05-14:40:10.864;84;99;26;24;10;11;9;8;4;1
2021.07.05-14:50:10.874;82;99;25;32;10;14;8;9;4;1
2021.07.05-15:00:11.026;90;93;27;22;18;23;6;7;3;3
2021.07.05-15:10:11.260;92;117;19;22;9;14;6;13;1;1
2021.07.05-15:20:11.312;96;105;19;28;12;16;7;11;4;3
2021.07.05-15:30:11.380;105;102;29;35;18;17;7;5;2;0
2021.07.05-15:40:11.559;95;122;34;35;32;14;7;7;2;5
2021.07.05-15:50:11.624;100;121;23;43;22;15;8;4;2;2
2021.07.05-16:00:11.912;114;120;35;46;24;12;7;7;1;4
2021.07.05-16:10:12.008;103;126;47;55;28;30;3;13;3;3
2021.07.05-16:20:12.257;104;131;25;59;21;14;5;7;4;3
2021.07.05-16:30:12.403;103;116;40;45;26;12;12;2;3;1
2021.07.05-16:40:12.594;110;119;40;59;36;16;4;10;1;3
2021.07.05-16:50:12.632;94;145;27;36;21;19;8;7;3;1
2021.07.05-17:00:12.843;110;139;33;46;27;12;3;9;2;3
2021.07.05-17:10:12.902;103;136;32;40;35;11;8;7;1;2
2021.07.05-17:20:13.296;97;135;26;37;22;13;9;4;5;2
2021.07.05-17:30:13.523;78;153;30;39;24;19;6;8;1;2
2021.07.05-17:40:13.645;102;117;29;36;33;21;12;13;3;5
2021.07.05-17:50:13.911;81;117;21;38;30;31;6;10;3;3
2021.07.05-18:00:14.006;122;127;19;28;27;11;10;7;1;2
2021.07.05-18:10:14.123;83;127;15;27;23;10;6;1;2;1
2021.07.05-18:20:14.232;94;101;24;29;32;13;3;7;1;2
2021.07.05-18:30:14.330;83;108;16;24;31;10;4;7;2;1
2021.07.05-18:40:14.350;94;102;19;49;24;14;9;3;1;0
2021.07.05-18:50:14.433;92;91;13;25;29;8;3;8;1;3
2021.07.05-19:00:14.525;75;93;15;28;16;13;10;7;0;2
2021.07.05-19:10:14.624;96;95;29;21;42;14;3;4;1;0
2021.07.05-19:20:25.579;72;88;22;38;24;10;4;6;0;1
2021.07.05-19:30:25.786;71;78;30;20;37;8;5;3;2;2
2021.07.05-19:40:25.821;57;85;21;22;48;10;1;8;2;2
2021.07.05-19:50:25.902;75;58;39;24;31;11;0;1;0;1
2021.07.05-20:00:26.198;66;63;18;15;39;11;4;3;1;1
2021.07.05-20:10:26.533;57;69;24;9;43;19;4;2;3;3
2021.07.05-20:20:26.562;53;56;21;19;38;6;5;2;1;0
2021.07.05-20:30:26.880;41;57;13;16;49;16;1;4;5;1
2021.07.05-20:40:26.908;61;55;14;10;29;17;2;7;1;1
2021.07.05-20:50:26.938;46;46;16;8;18;8;2;7;1;1
2021.07.05-21:00:27.111;49;41;13;8;14;5;6;3;1;0
2021.07.05-21:10:27.253;37;45;22;10;9;3;1;1;1;1
2021.07.05-21:20:27.362;29;61;18;7;6;6;1;5;0;2
2021.07.05-21:30:27.490;36;51;13;17;7;4;3;4;2;0
2021.07.05-21:40:27.500;30;24;11;5;4;2;1;5;2;1
2021.07.05-21:50:27.639;28;35;10;4;2;5;1;4;2;1
2021.07.05-22:00:27.848;25;54;14;10;8;4;2;1;0;1
2021.07.05-22:10:27.872;21;36;10;7;5;4;2;8;2;0
2021.07.05-22:20:27.942;26;27;6;1;4;3;2;4;0;1
2021.07.05-22:30:28.018;13;25;3;6;1;2;1;3;1;0
2021.07.05-22:40:28.097;15;18;13;4;4;2;4;1;0;1
2021.07.05-22:50:28.145;16;14;2;6;1;1;2;7;2;0
2021.07.05-23:00:28.302;9;11;6;0;2;2;4;5;0;0
2021.07.05-23:10:28.486;6;9;3;2;3;1;0;4;3;1
2021.07.05-23:20:28.714;12;6;6;0;4;0;2;0;1;0
2021.07.05-23:30:28.740;6;12;5;0;0;0;1;0;1;1
2021.07.05-23:40:28.815;4;5;1;1;0;2;0;0;0;0
2021.07.05-23:50:28.823;3;5;1;2;0;2;0;0;1;0
