Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2020.08.04-00:00:00.026;9;8;3;1;0;2;0;0;0;0
2020.08.04-00:10:00.143;2;9;0;0;0;0;0;0;0;0
2020.08.04-00:20:00.319;7;4;4;1;1;1;0;2;0;0
2020.08.04-00:30:00.343;4;9;1;1;2;1;0;0;0;0
2020.08.04-00:40:00.517;6;14;1;1;1;1;0;0;0;0
2020.08.04-00:51:38.516;4;3;0;1;0;0;0;0;0;0
2020.08.04-01:01:38.537;2;4;0;0;0;0;0;0;0;0
2020.08.04-01:11:38.711;5;1;0;8;0;0;0;0;0;0
2020.08.04-01:21:38.834;4;6;1;2;0;0;0;0;0;0
2020.08.04-01:31:38.850;0;1;0;1;0;0;0;0;0;0
2020.08.04-01:41:39.035;5;1;1;1;0;0;0;0;0;0
2020.08.04-01:51:39.102;3;4;0;1;0;1;0;0;0;0
2020.08.04-02:26:39.119;1;0;0;0;0;0;0;0;0;0
2020.08.04-02:36:39.131;0;1;3;0;0;1;0;0;0;0
2020.08.04-02:46:39.214;1;3;0;1;0;0;0;0;0;0
2020.08.04-02:56:39.370;1;4;0;0;0;2;0;0;0;0
2020.08.04-03:06:39.461;4;4;2;2;0;0;0;0;0;0
2020.08.04-03:16:39.566;5;6;3;0;0;0;0;2;0;0
2020.08.04-03:26:39.756;5;1;1;1;0;1;0;0;0;0
2020.08.04-03:36:39.920;7;3;2;0;0;0;1;0;0;0
2020.08.04-03:46:40.063;5;1;0;0;0;0;0;1;0;0
2020.08.04-03:56:40.161;2;3;1;0;0;0;0;0;0;0
2020.08.04-04:06:40.218;2;4;6;0;0;0;0;2;0;1
2020.08.04-04:16:40.293;9;6;2;0;0;0;0;2;0;0
2020.08.04-04:26:40.479;15;10;4;0;0;0;0;0;0;1
2020.08.04-04:36:40.622;20;4;4;2;0;0;1;1;0;0
2020.08.04-04:46:40.668;17;10;5;1;3;0;1;6;1;1
2020.08.04-04:56:40.851;17;9;7;0;10;0;6;5;0;2
2020.08.04-05:06:40.902;36;8;11;2;9;2;0;4;0;2
2020.08.04-05:16:40.916;31;15;5;6;10;1;4;7;1;2
2020.08.04-05:26:41.022;44;13;8;6;7;1;1;6;1;2
2020.08.04-05:36:41.188;61;23;10;6;15;0;3;6;2;4
2020.08.04-05:46:41.261;45;21;10;11;5;1;1;6;0;3
2020.08.04-05:56:41.553;42;26;9;21;11;2;2;3;1;0
2020.08.04-06:06:41.593;53;23;6;5;10;0;3;6;2;4
2020.08.04-06:16:41.677;54;27;9;19;15;2;7;9;3;1
2020.08.04-06:26:41.725;66;27;19;15;14;3;9;5;4;2
2020.08.04-06:36:41.830;126;33;24;16;16;1;5;10;0;6
2020.08.04-06:46:41.953;125;43;24;12;20;1;9;7;3;1
2020.08.04-06:56:42.107;117;56;19;15;15;0;5;6;1;0
2020.08.04-07:06:42.205;120;53;31;16;35;2;2;5;2;7
2020.08.04-07:16:42.308;168;80;28;19;41;3;12;9;2;1
2020.08.04-07:26:42.507;166;71;36;14;33;1;8;6;5;1
2020.08.04-07:36:42.831;174;99;52;19;36;1;8;8;3;1
2020.08.04-07:46:43.098;183;111;33;20;33;4;10;13;2;3
2020.08.04-07:56:43.113;135;96;34;19;32;1;8;3;5;5
2020.08.04-08:06:43.173;109;113;17;18;22;1;4;6;2;5
2020.08.04-08:16:43.185;124;69;22;21;22;6;7;4;2;3
2020.08.04-08:26:43.288;110;73;20;16;18;3;4;1;1;2
2020.08.04-08:36:43.500;130;88;19;12;22;3;9;9;4;4
2020.08.04-08:46:43.713;116;114;23;21;24;1;2;9;2;0
2020.08.04-08:56:44.035;113;94;15;12;26;3;5;10;1;0
2020.08.04-09:06:44.303;119;89;21;19;26;5;5;6;2;5
2020.08.04-09:16:44.421;117;85;24;16;24;2;3;4;1;0
2020.08.04-09:26:44.442;112;86;21;22;28;2;2;4;3;2
2020.08.04-09:36:44.613;131;95;15;21;26;5;11;5;1;1
2020.08.04-09:46:44.727;124;115;20;13;23;0;7;5;1;2
2020.08.04-09:56:44.738;130;101;18;7;16;2;5;4;2;3
2020.08.04-10:06:44.884;118;95;17;22;16;3;11;4;1;1
2020.08.04-10:16:45.008;96;82;15;12;8;3;1;3;1;2
2020.08.04-10:26:45.131;107;88;12;14;18;2;7;10;2;2
2020.08.04-10:36:45.150;115;82;11;22;18;2;8;4;4;0
2020.08.04-10:46:45.357;138;96;23;26;30;4;4;8;3;3
2020.08.04-10:56:45.557;79;87;12;14;18;0;4;8;2;0
2020.08.04-11:06:45.746;124;112;15;23;16;5;2;3;4;1
2020.08.04-11:16:45.896;100;107;17;19;25;3;4;0;2;2
2020.08.04-11:26:46.075;93;91;11;15;15;3;6;6;0;0
2020.08.04-11:36:46.130;82;113;13;19;21;6;8;7;0;1
2020.08.04-11:46:46.389;94;109;23;21;16;6;6;12;0;4
2020.08.04-11:56:46.759;114;115;11;16;17;9;6;14;2;1
2020.08.04-12:06:46.993;101;103;14;18;19;5;12;8;1;2
2020.08.04-12:16:47.190;119;102;13;15;11;9;9;5;1;2
2020.08.04-12:26:47.201;113;82;11;24;18;4;6;5;3;0
2020.08.04-12:36:47.271;97;94;17;18;24;10;4;5;1;2
2020.08.04-12:46:47.374;99;102;11;17;12;9;2;6;1;3
2020.08.04-12:56:47.592;88;104;11;16;19;5;7;6;1;2
2020.08.04-13:06:47.819;99;119;10;19;22;10;5;7;1;2
2020.08.04-13:16:47.973;90;88;17;21;15;5;6;7;0;5
2020.08.04-13:26:48.004;107;108;17;26;23;9;6;8;1;0
2020.08.04-13:36:48.007;100;79;16;23;11;4;4;3;1;0
2020.08.04-13:46:48.194;71;102;22;29;10;13;2;11;3;6
2020.08.04-13:56:48.243;105;83;13;19;15;11;4;6;1;2
2020.08.04-14:06:48.355;78;93;16;23;19;12;8;13;3;5
2020.08.04-14:16:48.356;84;112;15;25;15;12;5;11;1;7
2020.08.04-14:26:48.557;75;111;17;19;12;15;11;6;1;5
2020.08.04-14:36:48.762;96;111;24;23;13;10;4;4;2;1
