Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2021.08.19-00:00:00.038;0;1;1;4;0;0;0;0;0;0
2021.08.19-00:10:29.330;2;2;4;8;2;0;0;0;0;0
2021.08.19-00:20:29.431;0;3;3;5;1;7;0;1;0;0
2021.08.19-00:30:29.589;1;5;1;3;1;2;0;0;0;0
2021.08.19-00:40:29.671;1;2;2;5;0;0;0;0;0;0
2021.08.19-00:50:29.840;0;3;2;0;0;0;0;0;0;0
2021.08.19-01:00:29.865;0;4;2;5;2;1;0;0;0;0
2021.08.19-01:10:29.974;1;1;3;3;0;4;0;0;0;0
2021.08.19-01:20:30.060;1;0;2;3;0;1;0;0;0;0
2021.08.19-01:30:30.164;0;3;2;1;2;2;0;0;0;0
2021.08.19-01:40:30.196;3;4;0;1;0;0;0;0;0;0
2021.08.19-01:50:30.391;3;4;2;7;1;1;0;0;0;0
2021.08.19-02:00:30.442;1;0;0;1;0;1;0;0;0;0
2021.08.19-02:10:30.505;0;5;0;2;0;1;0;0;0;0
2021.08.19-02:20:30.671;4;2;3;1;0;2;0;0;0;0
2021.08.19-02:30:30.845;2;0;2;0;0;1;0;0;0;0
2021.08.19-02:40:30.887;2;3;1;3;0;0;0;0;0;0
2021.08.19-02:50:30.939;1;2;0;0;0;0;0;1;0;0
2021.08.19-03:00:30.979;3;1;4;0;1;1;0;0;0;0
2021.08.19-03:10:31.144;3;0;4;0;0;0;0;0;0;0
2021.08.19-03:20:31.340;1;3;1;2;0;0;1;0;0;0
2021.08.19-03:30:58.116;2;1;3;1;0;0;0;2;0;0
2021.08.19-03:40:58.175;1;1;0;6;2;0;3;0;0;0
2021.08.19-03:50:58.477;2;1;1;0;1;0;0;0;0;0
2021.08.19-04:00:58.592;1;5;5;9;0;0;0;0;0;0
2021.08.19-04:10:58.684;1;2;1;2;0;0;0;4;0;3
2021.08.19-04:20:58.801;3;5;3;4;1;1;1;5;2;2
2021.08.19-04:30:58.860;0;3;4;1;1;0;2;5;1;1
2021.08.19-04:40:58.894;2;4;2;2;0;0;7;6;3;1
2021.08.19-04:50:59.152;0;4;6;1;0;0;1;9;1;1
2021.08.19-05:00:59.183;3;2;10;1;1;0;8;4;2;2
2021.08.19-05:12:33.889;4;3;8;1;1;1;4;12;3;3
2021.08.19-05:22:33.896;1;6;5;3;2;0;2;9;5;3
2021.08.19-05:32:33.939;3;3;7;6;5;0;8;9;3;8
2021.08.19-05:42:34.020;5;13;7;10;3;4;5;5;1;1
2021.08.19-05:52:34.087;9;5;11;14;5;1;9;10;5;4
2021.08.19-06:02:34.407;5;9;11;6;2;0;6;13;5;7
2021.08.19-06:12:34.575;2;4;11;9;2;2;20;13;3;3
2021.08.19-06:22:34.604;1;7;9;11;0;4;10;19;2;5
2021.08.19-06:32:34.810;3;11;8;14;12;4;22;23;1;1
2021.08.19-06:42:34.821;4;8;10;8;7;3;12;11;2;1
2021.08.19-06:52:34.959;5;12;12;16;4;2;11;15;1;2
2021.08.19-07:02:35.204;3;24;19;8;16;4;6;4;0;1
2021.08.19-07:12:35.385;8;14;29;11;18;10;7;6;3;1
2021.08.19-07:22:35.505;7;17;20;16;15;16;7;7;3;2
2021.08.19-07:32:35.808;4;18;26;17;23;12;9;8;2;0
2021.08.19-07:42:36.138;17;28;20;17;26;14;15;20;0;0
2021.08.19-07:52:36.278;6;23;9;14;30;14;5;9;1;0
2021.08.19-08:02:36.450;13;21;18;5;27;14;8;5;0;1
2021.08.19-08:12:36.458;9;26;8;2;27;9;5;8;1;2
2021.08.19-08:22:36.521;6;34;7;7;24;14;1;6;1;2
2021.08.19-08:32:36.660;8;26;8;12;28;12;2;4;1;1
2021.08.19-08:42:36.689;4;32;10;17;18;10;3;6;5;1
2021.08.19-08:52:36.876;10;22;11;18;19;9;2;6;2;1
2021.08.19-09:02:36.923;22;45;11;11;27;13;9;12;1;1
2021.08.19-09:12:37.253;10;30;13;18;14;18;8;8;3;1
2021.08.19-09:22:37.353;14;32;10;10;21;15;3;5;0;1
2021.08.19-09:32:37.505;15;26;16;14;18;9;10;3;1;1
2021.08.19-09:42:37.573;14;32;6;17;10;8;7;9;1;1
2021.08.19-09:52:37.733;15;32;19;22;18;12;1;9;2;3
2021.08.19-10:02:37.791;9;30;6;9;9;10;5;9;4;4
2021.08.19-10:12:37.813;11;42;17;14;20;8;3;9;3;1
2021.08.19-10:22:37.816;18;52;22;7;8;9;3;4;3;1
2021.08.19-10:32:37.984;9;28;18;8;26;12;3;3;2;0
2021.08.19-10:42:38.132;12;28;14;13;13;14;7;7;0;0
2021.08.19-10:52:38.175;25;28;18;12;16;4;7;5;4;4
2021.08.19-11:02:38.264;14;41;18;10;22;16;5;3;2;1
2021.08.19-11:12:38.450;16;36;8;15;13;11;14;6;6;2
2021.08.19-11:22:38.461;10;38;18;14;16;8;4;7;2;1
2021.08.19-11:32:38.977;16;30;18;8;21;5;3;7;1;2
2021.08.19-11:42:39.172;15;45;16;6;19;17;6;11;3;1
2021.08.19-11:52:39.561;16;32;17;12;15;22;16;7;3;1
2021.08.19-12:02:39.564;13;48;13;30;7;27;3;9;0;3
2021.08.19-12:12:39.746;18;36;16;18;19;20;5;3;4;0
2021.08.19-12:22:39.832;12;31;14;21;12;13;1;5;0;2
2021.08.19-12:32:40.168;14;46;17;13;10;16;2;3;1;1
2021.08.19-12:42:40.215;22;42;21;17;6;22;6;5;2;2
2021.08.19-12:52:40.337;20;36;20;14;19;13;3;8;1;2
2021.08.19-13:02:40.660;10;24;10;18;11;13;7;6;0;1
2021.08.19-13:12:40.721;19;45;15;23;19;17;5;11;1;0
2021.08.19-13:22:40.853;9;34;12;24;11;13;4;7;1;6
2021.08.19-13:32:40.969;15;39;16;14;8;26;10;4;3;2
2021.08.19-13:42:41.261;15;28;21;17;17;16;6;2;0;1
2021.08.19-13:52:41.275;5;33;18;21;18;15;1;6;1;1
2021.08.19-14:02:41.338;12;31;19;14;13;19;6;5;1;2
2021.08.19-14:12:41.382;6;49;10;30;20;30;6;4;1;1
2021.08.19-14:22:41.391;12;60;10;22;19;19;3;8;1;3
2021.08.19-14:32:41.544;12;55;15;20;10;18;8;8;1;2
2021.08.19-14:42:41.770;23;34;25;26;18;14;5;3;4;0
2021.08.19-14:52:41.950;20;37;20;23;13;13;6;6;3;3
2021.08.19-15:02:42.128;4;27;17;26;12;23;7;6;6;0
2021.08.19-15:12:42.223;4;34;19;19;9;36;7;5;1;1
2021.08.19-15:22:42.464;9;64;21;31;4;19;6;8;3;3
2021.08.19-15:32:42.503;3;49;11;23;15;22;4;3;1;2
2021.08.19-15:42:42.764;8;38;23;19;26;21;9;4;3;3
2021.08.19-15:52:42.898;14;48;27;13;12;10;4;7;3;3
2021.08.19-16:02:43.040;11;60;29;24;18;24;7;6;3;1
2021.08.19-16:12:43.364;9;58;30;29;20;25;7;8;1;4
2021.08.19-16:22:43.425;11;48;30;34;16;24;4;9;0;2
2021.08.19-16:32:43.678;10;61;16;25;19;27;6;7;4;5
2021.08.19-16:42:43.890;19;52;36;30;13;18;5;6;3;1
2021.08.19-16:52:43.923;12;58;20;16;10;20;6;9;1;2
2021.08.19-17:02:44.333;11;63;27;17;23;20;5;9;0;3
2021.08.19-17:12:44.491;11;68;49;35;20;28;3;6;2;0
2021.08.19-17:22:44.705;10;58;28;24;16;26;6;16;2;3
2021.08.19-17:32:44.759;19;49;26;19;14;18;7;6;2;5
2021.08.19-17:42:45.308;26;81;42;20;20;17;6;4;1;1
2021.08.19-17:52:45.333;14;58;22;19;9;13;5;8;1;1
2021.08.19-18:02:45.497;10;51;28;15;9;18;8;5;2;1
2021.08.19-18:12:45.619;10;49;24;15;13;27;4;7;1;2
2021.08.19-18:22:45.779;9;39;18;21;19;21;4;6;2;5
