Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2020.07.26-00:00:00.102;141;27;4;2;8;1;0;0;0;0
2020.07.26-00:10:00.186;60;30;5;11;10;3;1;2;0;0
2020.07.26-00:20:00.324;29;26;6;1;8;5;0;1;0;0
2020.07.26-00:30:00.386;17;25;1;1;1;3;0;0;0;0
2020.07.26-00:40:00.502;19;29;3;3;4;3;0;2;0;0
2020.07.26-00:50:00.625;10;18;3;2;1;0;0;0;0;0
2020.07.26-01:00:00.783;24;20;0;4;5;0;0;0;0;0
2020.07.26-01:10:00.966;5;21;3;3;7;2;0;0;0;0
2020.07.26-01:20:01.071;13;19;1;1;1;1;0;0;0;0
2020.07.26-01:30:01.151;13;18;3;3;1;1;1;0;0;0
2020.07.26-01:40:01.272;13;27;3;15;11;2;0;0;0;0
2020.07.26-01:50:01.422;7;17;0;5;1;3;0;0;0;1
2020.07.26-02:00:01.476;2;3;1;0;0;0;0;0;0;0
2020.07.26-02:16:51.748;6;8;3;8;1;5;0;0;0;0
2020.07.26-02:26:51.867;12;12;1;2;1;0;0;0;0;0
2020.07.26-02:36:51.896;8;20;12;2;4;4;0;0;0;0
2020.07.26-02:46:51.910;8;14;1;3;1;2;0;0;0;0
2020.07.26-02:56:51.998;4;16;3;5;4;1;0;0;0;0
2020.07.26-03:06:52.047;10;12;1;1;2;0;0;0;0;0
2020.07.26-03:16:52.083;6;18;3;4;3;1;0;0;0;0
2020.07.26-03:26:52.461;8;12;1;1;1;1;0;1;0;1
2020.07.26-03:36:52.598;9;9;5;0;1;2;0;0;1;0
2020.07.26-03:46:52.726;7;12;0;1;0;1;0;0;0;0
2020.07.26-03:56:52.959;16;9;0;9;0;5;0;0;0;0
2020.07.26-04:06:53.160;8;13;3;1;1;0;0;1;0;1
2020.07.26-04:16:53.253;13;9;1;0;3;3;0;0;1;0
2020.07.26-04:26:53.381;17;12;2;1;0;1;1;1;0;1
2020.07.26-04:36:53.559;17;11;1;1;2;0;0;3;0;0
2020.07.26-04:46:53.638;6;1;2;0;3;1;2;4;0;0
2020.07.26-04:56:53.709;11;15;1;3;13;3;4;4;0;0
2020.07.26-05:06:53.749;14;10;2;0;8;2;1;2;0;0
2020.07.26-05:16:53.996;15;10;2;0;6;0;2;7;2;1
2020.07.26-05:26:54.056;17;5;3;1;4;4;2;6;0;1
2020.07.26-05:36:54.208;21;4;1;3;4;1;3;4;2;0
2020.07.26-05:46:54.333;10;10;1;7;5;4;0;4;0;1
2020.07.26-05:56:54.450;17;11;3;5;4;1;2;5;2;0
2020.07.26-06:06:54.629;19;7;1;3;7;3;1;2;0;1
2020.07.26-06:16:54.639;19;8;2;3;4;0;2;4;1;0
2020.07.26-06:26:54.753;15;18;1;1;3;0;4;5;1;2
2020.07.26-06:36:54.815;22;9;0;3;3;2;2;1;1;0
2020.07.26-06:46:54.858;22;16;1;2;3;1;0;4;0;1
2020.07.26-06:56:54.903;24;16;0;1;1;4;1;5;1;1
2020.07.26-07:06:54.917;30;16;1;2;4;0;1;5;0;1
2020.07.26-07:16:55.061;36;21;4;5;4;0;4;1;0;1
2020.07.26-07:26:55.132;31;21;1;6;4;1;1;3;0;0
2020.07.26-07:36:55.221;36;24;6;9;5;1;2;8;1;1
2020.07.26-07:46:55.345;33;10;4;3;3;0;3;3;3;2
2020.07.26-07:56:55.529;23;26;2;4;3;1;7;8;0;0
2020.07.26-08:06:55.654;35;24;2;11;9;1;2;6;0;1
2020.07.26-08:16:55.726;56;33;5;12;8;2;3;4;0;3
2020.07.26-08:26:55.738;51;29;1;10;7;2;4;4;0;0
2020.07.26-08:36:55.816;61;40;8;7;9;0;4;2;2;0
2020.07.26-08:46:55.902;60;47;7;8;10;1;0;4;4;2
2020.07.26-08:56:56.058;70;42;4;8;4;0;5;7;0;1
2020.07.26-09:06:56.234;70;45;6;10;5;3;3;5;0;1
2020.07.26-09:16:56.351;56;55;1;7;5;0;2;3;0;0
2020.07.26-09:26:56.487;66;46;6;10;7;1;2;4;1;2
2020.07.26-09:36:56.496;74;61;6;13;13;3;6;3;1;1
2020.07.26-09:46:56.597;120;55;7;10;5;1;6;5;0;4
2020.07.26-09:56:56.785;86;73;7;4;10;0;7;5;1;1
2020.07.26-10:06:56.826;78;76;6;0;15;5;3;5;0;1
2020.07.26-10:16:56.911;89;67;8;8;13;2;2;4;2;0
