Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2021.08.28-00:00:00.061;29;19;28;13;65;18;0;0;0;0
2021.08.28-00:10:00.264;129;86;58;10;112;16;0;0;0;0
2021.08.28-00:20:00.673;97;67;51;14;115;10;0;2;0;0
2021.08.28-00:30:00.859;51;37;40;19;83;22;0;0;0;0
2021.08.28-00:40:00.867;48;34;35;10;85;10;0;0;0;0
2021.08.28-00:50:00.918;39;39;41;8;68;18;0;2;0;1
2021.08.28-01:00:00.998;76;54;44;12;88;4;2;0;1;0
2021.08.28-01:10:01.112;59;39;44;14;79;7;1;1;0;0
2021.08.28-01:20:01.286;54;43;45;8;96;15;0;0;0;0
2021.08.28-01:30:01.757;54;35;43;8;49;10;0;0;0;0
2021.08.28-01:40:01.767;46;51;27;7;70;3;0;0;0;0
2021.08.28-01:50:01.932;60;36;45;20;76;9;0;1;0;2
2021.08.28-02:00:01.934;31;45;48;8;93;9;0;0;0;0
2021.08.28-02:10:02.025;45;49;47;11;98;7;0;0;0;0
2021.08.28-02:20:02.187;53;31;49;15;95;9;0;1;0;0
2021.08.28-02:30:02.376;69;49;56;6;104;5;0;0;0;0
2021.08.28-02:40:02.449;54;25;32;4;85;4;0;0;0;0
2021.08.28-02:50:02.785;41;31;45;4;72;6;0;1;0;1
2021.08.28-03:00:02.813;42;53;41;7;93;6;2;2;0;0
2021.08.28-03:10:03.006;54;25;52;3;86;4;0;0;0;0
2021.08.28-03:20:03.128;50;58;56;7;88;3;0;3;0;0
2021.08.28-03:30:03.244;46;47;37;5;66;7;0;1;1;0
2021.08.28-03:40:03.345;38;39;35;3;57;4;0;0;0;0
2021.08.28-03:50:03.576;37;41;33;2;59;4;0;0;0;0
2021.08.28-04:00:03.607;42;31;41;9;82;6;0;1;0;0
2021.08.28-04:10:03.856;37;27;28;0;73;6;1;2;0;0
2021.08.28-04:20:04.060;31;43;23;3;55;2;1;1;1;0
2021.08.28-04:30:04.173;33;21;27;1;45;3;3;5;0;1
2021.08.28-04:40:04.613;35;22;30;7;56;3;1;1;1;0
2021.08.28-04:50:04.756;35;30;31;4;64;3;2;0;0;0
2021.08.28-05:00:04.904;37;12;27;1;60;0;3;2;0;1
2021.08.28-05:10:05.166;36;33;49;5;61;7;1;5;0;1
2021.08.28-05:20:05.411;44;17;38;5;86;9;3;3;2;0
2021.08.28-05:30:05.501;28;20;20;8;43;5;5;6;1;1
2021.08.28-05:40:05.845;35;14;5;8;28;5;2;3;2;1
2021.08.28-05:50:05.956;35;15;8;5;10;5;0;5;1;3
2021.08.28-06:00:06.130;22;15;8;3;22;1;6;2;1;1
2021.08.28-06:10:06.247;23;8;9;1;11;0;1;4;0;0
2021.08.28-06:20:06.442;25;13;5;4;11;7;3;2;1;2
2021.08.28-06:30:06.529;24;18;13;4;15;1;4;4;2;0
2021.08.28-06:40:06.723;23;10;5;7;4;4;7;1;0;0
2021.08.28-06:50:06.881;42;16;3;6;1;6;1;1;1;0
2021.08.28-07:00:06.887;29;26;5;3;6;4;0;5;3;1
2021.08.28-07:10:06.996;25;23;10;1;2;3;2;2;0;1
2021.08.28-07:20:07.083;34;24;7;5;6;8;5;6;2;1
2021.08.28-07:30:07.116;33;29;7;6;13;7;5;3;1;0
2021.08.28-07:40:07.225;54;28;3;8;13;9;3;3;1;3
2021.08.28-07:50:07.234;44;29;7;6;8;6;2;1;1;2
2021.08.28-08:00:07.255;37;24;3;6;9;2;3;6;0;1
2021.08.28-08:10:07.304;35;25;2;4;11;5;1;1;0;4
2021.08.28-08:20:07.485;57;37;7;7;17;7;6;5;2;4
2021.08.28-08:30:07.530;72;32;4;6;15;9;6;3;0;1
2021.08.28-08:40:07.559;93;33;6;11;6;7;7;4;1;0
2021.08.28-08:50:07.638;77;48;10;7;8;4;1;4;2;0
2021.08.28-09:00:07.855;78;32;4;4;11;4;6;7;3;0
2021.08.28-09:10:08.269;84;41;8;8;18;12;3;4;0;0
2021.08.28-09:20:08.326;82;40;8;4;15;3;3;5;1;0
2021.08.28-09:30:08.492;93;61;7;11;19;3;5;8;2;0
2021.08.28-09:40:08.883;81;83;16;4;12;8;3;5;2;0
2021.08.28-09:50:09.090;88;46;16;7;11;6;1;2;0;0
2021.08.28-10:00:09.385;95;88;14;5;19;17;8;6;1;0
2021.08.28-10:10:09.659;74;57;20;4;7;5;4;3;4;4
2021.08.28-10:20:09.912;96;68;16;3;13;9;4;4;2;1
2021.08.28-10:30:10.304;83;102;8;14;16;8;10;10;2;0
2021.08.28-10:40:10.470;88;40;8;16;17;6;2;4;1;1
2021.08.28-10:50:10.695;99;75;18;11;16;14;3;2;5;0
2021.08.28-11:00:10.831;67;59;14;14;14;9;7;9;1;0
2021.08.28-11:10:11.058;95;75;8;13;15;6;5;2;1;0
2021.08.28-11:20:11.283;88;79;15;13;19;8;2;3;6;5
2021.08.28-11:30:11.451;87;87;19;7;18;13;6;6;1;1
2021.08.28-11:40:11.559;88;81;14;8;26;7;10;7;3;1
2021.08.28-11:50:11.817;78;73;12;17;15;9;3;0;0;0
2021.08.28-12:00:11.850;98;81;18;26;26;16;10;12;2;1
2021.08.28-12:10:12.076;66;49;10;13;24;25;5;4;2;0
2021.08.28-12:20:12.254;80;66;18;19;21;8;4;3;1;1
2021.08.28-12:30:12.294;60;57;6;10;16;27;4;4;2;1
2021.08.28-12:40:12.477;52;68;4;14;19;19;2;4;1;2
2021.08.28-12:50:12.590;69;56;13;9;18;14;1;3;3;1
2021.08.28-13:00:12.757;53;49;18;11;22;3;2;4;1;2
2021.08.28-13:10:12.958;73;55;14;10;35;14;2;5;0;2
2021.08.28-13:20:12.985;53;57;10;5;18;29;5;5;3;3
2021.08.28-13:30:13.100;70;74;9;14;9;20;6;5;2;0
2021.08.28-13:40:13.210;75;52;8;16;15;19;3;2;3;1
2021.08.28-13:50:13.317;66;77;13;29;14;30;1;6;2;2
2021.08.28-14:00:13.429;64;66;13;29;25;17;3;5;1;2
2021.08.28-14:10:13.526;67;71;12;20;33;20;3;4;2;2
2021.08.28-14:20:13.552;67;63;6;7;22;11;6;12;1;1
2021.08.28-14:30:13.715;70;75;15;15;33;26;5;3;1;1
2021.08.28-14:40:13.874;74;55;9;13;20;20;2;7;1;1
2021.08.28-14:50:14.096;49;61;8;15;18;20;6;2;2;0
2021.08.28-15:00:14.260;81;75;11;19;23;17;6;5;3;2
2021.08.28-15:10:14.495;70;55;9;18;12;30;1;2;0;0
2021.08.28-15:20:14.688;86;56;8;12;12;34;5;6;5;4
2021.08.28-15:30:14.909;60;56;15;14;33;22;5;2;1;1
2021.08.28-15:40:14.968;55;82;6;20;17;21;4;2;3;1
2021.08.28-15:50:15.224;63;53;10;25;21;35;4;7;2;1
2021.08.28-16:00:15.275;65;57;10;13;23;22;4;0;0;0
2021.08.28-16:10:15.308;81;70;7;3;15;22;4;8;1;0
2021.08.28-16:20:15.470;89;57;10;11;23;35;6;5;0;0
2021.08.28-16:30:15.511;67;69;11;14;22;28;9;5;1;1
