Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2020.03.12-22:14:21.744;21;40;5;6;4;1;5;4;2;0
2020.03.12-05:04:04.676;30;3;6;1;1;0;2;3;0;0
2020.03.12-15:14:16.682;89;150;17;15;7;14;17;10;6;6
2020.03.12-23:44:22.987;10;6;0;4;0;1;0;0;3;0
2020.03.12-08:04:07.440;148;106;13;6;28;4;24;18;9;2
2020.03.12-16:44:17.877;121;169;21;32;54;19;3;8;4;2
2020.03.12-00:00:00.120;4;12;0;0;0;2;0;0;0;0
2020.03.12-11:14:09.651;113;84;5;11;14;8;14;12;1;3
2020.03.12-03:44:03.384;10;6;0;0;0;2;1;0;0;0
2020.03.12-09:44:08.595;132;96;17;14;10;6;13;3;3;2
2020.03.12-15:24:16.937;124;136;18;18;10;14;5;7;2;2
2020.03.12-22:24:21.828;9;35;6;3;7;1;1;4;2;1
2020.03.12-02:34:02.795;4;2;0;0;2;0;0;0;0;0
2020.03.12-10:14:08.833;121;86;12;17;9;4;14;5;2;2
2020.03.12-23:04:22.443;10;8;4;4;3;0;5;7;3;2
2020.03.12-11:44:13.075;98;100;10;12;5;9;8;5;2;4
2020.03.12-08:44:07.812;140;97;13;9;28;6;15;11;4;4
2020.03.12-20:04:20.039;51;97;15;6;5;0;4;6;1;2
2020.03.12-12:04:13.320;79;109;9;15;14;4;5;6;3;1
2020.03.12-02:54:02.876;2;3;0;0;0;0;0;0;0;0
2020.03.12-19:54:20.034;64;116;7;2;8;1;2;9;0;0
2020.03.12-04:04:03.539;12;3;2;0;0;1;0;0;0;0
2020.03.12-08:34:07.695;113;81;18;12;25;4;6;6;4;1
2020.03.12-16:04:17.547;109;161;23;23;17;13;9;9;3;2
2020.03.12-06:24:05.824;93;34;12;12;18;5;12;3;0;1
2020.03.12-05:14:04.734;39;15;6;1;6;0;3;5;1;1
2020.03.12-14:34:16.052;88;133;14;29;9;21;7;8;5;6
2020.03.12-15:04:16.459;91;137;17;29;8;15;11;11;4;1
2020.03.12-04:14:03.637;4;10;4;0;0;1;0;0;0;1
2020.03.12-17:44:18.633;131;123;13;17;47;14;8;10;3;2
2020.03.12-14:14:15.788;82;115;9;21;10;28;12;10;3;2
2020.03.12-07:44:07.171;151;132;45;11;56;7;6;5;8;1
2020.03.12-23:34:22.804;4;11;1;2;1;1;0;1;0;1
2020.03.12-09:54:08.617;118;95;19;10;10;3;9;7;2;2
2020.03.12-09:24:08.372;112;74;14;8;7;4;16;8;4;4
2020.03.12-19:24:19.575;67;117;6;3;11;0;2;1;0;2
2020.03.12-07:24:06.693;147;86;26;14;28;4;21;14;3;6
2020.03.12-03:14:03.063;5;6;0;1;0;1;0;0;0;0
2020.03.12-23:54:23.135;1;4;0;5;0;0;0;0;0;0
2020.03.12-20:34:20.540;38;78;8;4;3;2;3;5;2;2
2020.03.12-16:54:18.050;136;168;30;35;28;9;6;14;3;4
