Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2021.06.17-00:00:00.148;5;8;0;0;1;0;0;0;0;0
2021.06.17-00:10:00.152;5;4;2;2;0;1;0;0;0;0
2021.06.17-00:20:00.158;2;4;1;5;0;4;0;0;0;0
2021.06.17-00:30:00.251;5;5;3;8;2;0;0;1;0;2
2021.06.17-00:40:00.391;3;4;3;2;0;0;0;0;0;0
2021.06.17-00:50:00.485;4;4;1;7;1;1;0;0;0;0
2021.06.17-01:00:00.593;3;6;0;1;1;0;0;0;0;0
2021.06.17-01:10:00.616;2;0;0;2;4;1;0;0;0;0
2021.06.17-01:20:12.668;1;5;1;1;0;0;0;1;0;0
2021.06.17-01:30:12.807;2;3;0;4;0;0;0;0;0;0
2021.06.17-01:40:12.883;0;4;0;5;4;0;0;0;0;0
2021.06.17-01:50:54.405;6;1;0;2;1;3;0;0;0;0
2021.06.17-02:00:54.502;0;2;0;0;0;0;0;0;0;0
2021.06.17-02:10:54.523;2;4;0;2;0;0;0;0;0;0
2021.06.17-02:20:54.615;3;1;1;6;0;1;0;0;0;0
2021.06.17-02:30:54.758;4;4;3;6;2;9;0;0;0;0
2021.06.17-02:40:54.881;3;4;0;0;2;1;0;0;0;0
2021.06.17-02:51:09.368;14;2;0;5;0;1;0;0;0;0
2021.06.17-03:01:09.515;6;5;0;4;0;0;1;1;0;0
2021.06.17-03:11:09.584;2;0;0;1;0;0;0;0;0;0
2021.06.17-03:21:09.634;10;1;2;3;0;1;0;3;0;0
2021.06.17-03:31:09.682;15;1;1;0;0;0;0;1;0;0
2021.06.17-03:42:26.006;6;3;2;0;1;1;1;0;0;0
2021.06.17-03:52:26.060;10;0;3;2;2;0;0;0;0;0
2021.06.17-04:02:26.201;9;2;6;5;3;1;0;1;1;1
2021.06.17-04:12:26.433;11;5;4;2;2;2;1;2;0;1
2021.06.17-04:22:26.625;9;3;1;1;0;2;4;4;0;0
2021.06.17-04:32:26.813;20;10;1;1;9;0;1;6;1;1
2021.06.17-04:42:27.032;22;10;6;3;5;0;2;7;1;2
2021.06.17-04:52:27.098;24;8;14;1;4;2;1;8;2;3
2021.06.17-05:02:27.280;26;13;18;6;10;1;3;5;0;1
2021.06.17-05:12:27.331;30;14;21;4;8;3;4;6;3;5
2021.06.17-05:22:27.365;35;18;10;12;2;0;18;10;2;0
2021.06.17-05:32:27.414;46;26;9;7;2;2;17;13;1;0
2021.06.17-05:42:27.620;17;28;11;12;8;2;11;14;0;0
2021.06.17-05:52:27.668;25;23;4;14;2;2;5;5;3;2
2021.06.17-06:02:27.673;33;21;7;11;1;0;8;4;2;0
2021.06.17-06:12:27.712;51;37;14;15;7;3;6;6;2;0
2021.06.17-06:22:27.900;93;36;12;8;12;5;10;14;2;1
2021.06.17-06:32:27.919;112;53;13;13;13;2;10;8;3;1
2021.06.17-06:42:28.255;126;57;25;13;19;9;7;5;2;0
2021.06.17-06:52:28.357;151;55;17;17;21;1;9;12;5;5
2021.06.17-07:02:28.441;153;64;21;10;28;4;11;10;2;3
2021.06.17-07:12:28.593;150;97;26;13;40;5;15;9;5;2
2021.06.17-07:22:28.826;156;75;27;18;37;4;5;8;5;2
2021.06.17-07:32:28.939;131;83;25;27;46;10;14;9;2;0
2021.06.17-07:42:29.001;108;96;25;40;59;12;6;8;3;1
2021.06.17-07:52:29.364;115;108;21;33;60;6;5;6;3;4
2021.06.17-08:02:29.442;147;79;23;13;44;8;12;12;6;0
2021.06.17-08:12:29.573;105;83;17;24;45;6;11;6;2;0
2021.06.17-08:22:29.755;106;96;16;23;46;6;8;4;3;2
2021.06.17-08:32:29.831;129;70;14;14;56;6;4;1;3;0
2021.06.17-08:42:30.107;145;90;23;12;41;4;16;11;2;1
2021.06.17-08:52:30.434;144;104;30;14;32;12;9;11;2;0
2021.06.17-09:02:30.471;118;75;32;15;40;33;7;5;2;1
2021.06.17-09:12:30.688;144;82;25;13;25;25;6;4;2;1
2021.06.17-09:22:31.045;150;101;34;24;17;13;7;14;2;2
2021.06.17-09:32:31.159;144;117;36;19;21;11;15;3;1;1
2021.06.17-09:42:31.213;129;96;32;23;26;8;4;9;2;2
2021.06.17-09:52:31.330;127;102;28;13;14;11;5;8;3;3
2021.06.17-10:02:31.660;150;81;31;29;13;15;5;3;4;1
2021.06.17-10:12:31.774;116;93;33;18;11;7;11;9;3;0
2021.06.17-10:22:31.911;88;82;24;16;22;11;9;4;4;4
2021.06.17-10:32:31.920;94;87;9;14;13;22;10;4;2;2
2021.06.17-10:42:31.924;116;104;32;19;24;11;12;9;5;1
2021.06.17-10:52:32.207;131;102;26;19;16;19;9;7;2;1
2021.06.17-11:02:32.212;109;98;18;18;13;15;11;4;2;0
2021.06.17-11:12:32.442;84;99;14;27;17;7;2;7;3;1
2021.06.17-11:22:32.695;110;90;23;23;13;7;8;6;4;1
2021.06.17-11:32:32.710;112;92;15;22;18;8;14;6;5;1
2021.06.17-11:42:32.868;97;107;30;22;11;19;2;6;2;0
2021.06.17-11:52:33.115;84;106;18;32;20;15;8;5;0;1
2021.06.17-12:02:33.303;89;116;18;26;17;21;8;6;4;5
2021.06.17-12:12:33.322;88;108;20;19;20;8;6;3;2;2
2021.06.17-12:22:33.407;94;92;20;42;18;19;5;8;4;6
2021.06.17-12:32:33.570;104;108;23;13;11;27;4;5;5;0
2021.06.17-12:42:33.583;92;107;23;31;14;9;10;12;1;2
2021.06.17-12:52:33.721;101;116;21;17;10;16;6;3;2;1
2021.06.17-13:02:33.875;100;111;22;29;20;19;7;11;1;7
2021.06.17-13:12:33.923;104;105;19;12;17;17;9;5;3;2
2021.06.17-13:22:34.051;113;103;21;22;14;19;11;11;0;4
2021.06.17-13:32:34.055;99;124;24;17;10;9;8;10;4;2
2021.06.17-13:42:34.121;84;94;27;28;5;12;4;8;2;0
2021.06.17-13:52:34.436;80;92;17;21;13;17;9;8;4;3
2021.06.17-14:02:34.581;96;115;23;26;9;11;6;7;6;4
2021.06.17-14:12:34.818;93;94;29;36;9;9;2;5;4;4
2021.06.17-14:22:34.856;100;118;25;17;17;10;4;10;2;3
2021.06.17-14:32:34.977;102;147;26;28;20;17;9;12;6;2
2021.06.17-14:42:35.133;102;131;20;30;20;11;10;5;6;4
2021.06.17-14:52:35.312;120;102;23;34;15;20;5;8;2;3
2021.06.17-15:02:35.442;95;131;31;26;17;24;4;6;1;3
2021.06.17-15:12:35.552;126;111;24;33;18;12;10;8;1;3
2021.06.17-15:22:35.643;97;136;26;32;21;14;5;9;0;4
2021.06.17-15:32:35.774;104;155;33;21;24;26;8;11;5;1
2021.06.17-15:42:35.819;128;138;33;47;18;23;11;2;2;3
2021.06.17-15:52:35.967;113;147;35;33;27;23;7;6;1;3
2021.06.17-16:02:36.147;138;123;47;37;28;25;8;9;3;0
2021.06.17-16:12:36.438;135;164;28;52;15;25;13;9;4;5
2021.06.17-16:22:36.440;141;156;29;42;24;15;8;7;2;4
2021.06.17-16:32:36.489;140;185;51;26;18;12;12;10;3;8
2021.06.17-16:42:36.675;138;155;43;45;20;18;8;5;7;2
2021.06.17-16:52:36.872;136;181;35;27;38;13;13;6;6;3
2021.06.17-17:02:37.106;130;157;27;49;41;12;11;13;5;3
2021.06.17-17:12:37.309;102;147;40;44;42;13;7;12;2;5
2021.06.17-17:22:37.399;101;161;30;31;56;14;8;16;6;4
2021.06.17-17:32:37.575;122;163;35;39;32;13;6;6;2;6
2021.06.17-17:42:37.763;144;149;39;34;28;13;8;11;1;2
2021.06.17-17:52:37.806;121;122;32;31;32;10;7;5;2;5
2021.06.17-18:02:37.979;121;141;19;37;32;9;8;4;3;2
2021.06.17-18:12:38.196;110;164;19;34;33;8;4;2;3;1
2021.06.17-18:22:38.456;114;159;13;30;23;11;5;10;2;2
2021.06.17-18:32:38.495;112;153;16;38;36;8;4;8;4;1
2021.06.17-18:42:38.661;98;158;21;34;39;15;2;6;0;0
2021.06.17-18:52:38.956;100;132;12;27;39;16;2;6;0;3
2021.06.17-19:02:39.030;113;91;13;26;34;22;6;2;1;0
2021.06.17-19:12:39.303;99;105;18;32;45;20;4;3;1;1
2021.06.17-19:22:39.416;92;128;27;29;34;21;2;9;1;2
2021.06.17-19:32:39.565;84;89;29;19;21;15;5;8;1;1
2021.06.17-19:42:39.581;83;112;51;34;33;13;4;5;1;1
2021.06.17-19:52:39.835;92;82;35;28;36;24;4;3;0;0
2021.06.17-20:02:39.993;82;87;21;36;38;22;3;6;0;1
2021.06.17-20:12:39.994;57;77;50;33;54;17;2;2;2;1
2021.06.17-20:22:40.037;64;99;25;25;49;35;1;7;1;1
2021.06.17-20:32:40.309;53;57;18;16;48;15;2;6;1;0
2021.06.17-20:42:40.504;65;65;23;9;67;34;3;3;1;0
2021.06.17-20:52:40.508;53;52;27;8;56;18;5;11;2;3
2021.06.17-21:02:40.648;56;92;26;10;29;10;2;11;1;0
2021.06.17-21:12:40.770;70;58;17;4;12;5;10;0;1;0
2021.06.17-21:22:40.938;36;63;18;12;10;3;3;4;1;2
2021.06.17-21:32:41.042;35;55;14;13;13;3;6;3;1;2
2021.06.17-21:42:41.203;37;56;9;4;9;7;0;6;1;2
2021.06.17-21:52:41.375;29;33;12;3;7;5;2;5;0;2
2021.06.17-22:02:41.519;25;38;11;10;12;4;1;3;1;1
2021.06.17-22:12:41.521;30;44;16;10;5;4;6;2;2;0
2021.06.17-22:22:41.657;23;28;12;9;8;4;0;1;0;2
2021.06.17-22:32:41.789;13;32;4;4;1;3;1;10;1;0
2021.06.17-22:42:41.843;20;18;5;5;8;2;7;3;0;0
2021.06.17-22:52:41.937;10;16;3;5;2;3;1;5;0;1
2021.06.17-23:02:42.122;13;25;11;6;1;1;2;3;0;1
2021.06.17-23:12:42.189;16;19;5;4;4;2;3;4;0;0
2021.06.17-23:22:44.783;9;17;3;0;3;0;2;0;2;0
2021.06.17-23:32:44.898;8;10;5;1;3;3;0;0;0;0
2021.06.17-23:42:45.079;8;9;6;6;3;6;0;1;0;2
2021.06.17-23:52:45.975;4;9;5;8;3;1;1;0;1;0
