Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2021.01.02-00:00:00.189;0;2;0;1;0;0;0;0;0;0
2021.01.02-00:10:00.254;1;3;0;0;0;0;0;1;0;0
2021.01.02-00:20:00.430;1;0;0;1;0;0;0;1;0;0
2021.01.02-00:30:00.491;0;0;0;0;0;0;0;1;0;0
2021.01.02-00:40:00.630;1;0;0;0;0;0;0;0;0;0
2021.01.02-00:50:00.776;1;0;0;0;0;0;0;0;0;0
2021.01.02-01:00:00.784;0;1;0;0;0;0;0;0;0;0
2021.01.02-01:10:00.828;0;0;0;0;0;0;0;0;0;0
2021.01.02-01:20:00.914;1;1;0;0;0;0;0;0;0;0
2021.01.02-01:30:01.041;2;1;0;0;0;0;0;0;0;0
2021.01.02-01:40:01.111;1;1;0;0;1;0;0;0;0;0
2021.01.02-01:50:01.270;0;0;0;0;0;0;0;0;0;0
2021.01.02-02:00:01.465;2;1;0;0;0;0;0;0;0;0
2021.01.02-02:10:01.512;0;3;0;0;0;0;0;0;0;0
2021.01.02-02:20:01.608;0;0;0;0;0;0;0;0;0;0
2021.01.02-02:30:01.666;0;0;0;0;0;0;0;0;0;0
2021.01.02-02:40:01.766;1;0;0;0;0;0;0;0;0;0
2021.01.02-02:50:01.971;0;1;0;0;0;0;0;0;0;0
2021.01.02-03:00:02.161;3;0;0;0;0;0;1;0;0;0
2021.01.02-03:10:02.291;2;1;0;0;0;0;0;0;0;0
2021.01.02-03:20:02.346;3;1;0;0;0;0;0;1;0;0
2021.01.02-03:30:02.500;3;1;0;0;0;0;1;0;0;0
2021.01.02-03:40:02.692;1;5;0;0;1;0;0;0;0;0
2021.01.02-03:54:51.006;4;0;0;0;0;0;0;0;0;0
2021.01.02-04:04:51.040;2;3;0;0;0;0;0;3;0;0
2021.01.02-04:14:51.084;0;4;0;0;0;0;0;1;2;0
2021.01.02-04:24:51.272;1;3;0;0;0;0;1;3;1;1
2021.01.02-04:34:51.338;9;2;0;1;0;0;1;4;1;1
2021.01.02-04:44:51.536;3;2;1;1;0;0;1;2;0;0
2021.01.02-04:54:51.614;11;3;0;0;0;0;7;1;0;0
2021.01.02-05:04:51.615;18;5;2;0;0;0;2;2;0;0
2021.01.02-05:14:51.865;11;10;1;1;0;0;1;3;2;1
2021.01.02-05:24:51.912;19;4;1;0;0;0;4;3;0;0
2021.01.02-05:34:51.994;15;7;2;1;0;0;3;0;0;0
2021.01.02-05:44:52.170;13;5;1;0;2;0;2;3;0;1
2021.01.02-05:54:52.205;16;4;0;2;2;0;1;4;0;1
2021.01.02-06:04:52.306;14;17;1;1;1;0;2;2;0;0
2021.01.02-06:14:52.494;19;13;2;1;1;0;1;2;0;0
2021.01.02-06:24:52.633;11;12;4;2;0;0;1;5;2;0
2021.01.02-06:34:52.828;19;8;2;1;0;0;2;1;0;0
2021.01.02-06:44:52.840;17;2;1;2;0;1;0;3;0;0
2021.01.02-06:54:52.896;12;10;1;1;6;0;4;3;2;0
2021.01.02-07:04:52.900;19;11;1;1;0;1;3;4;2;2
2021.01.02-07:14:53.035;22;14;1;0;4;2;2;4;1;2
2021.01.02-07:24:53.152;30;19;0;3;4;2;2;9;0;2
2021.01.02-07:34:53.222;33;24;0;1;3;4;0;1;2;2
2021.01.02-07:44:53.423;38;14;2;2;5;3;2;6;0;0
2021.01.02-07:54:53.574;33;19;3;5;3;0;4;4;1;0
2021.01.02-08:04:53.622;27;26;3;7;3;4;5;3;5;0
2021.01.02-08:14:53.830;48;23;3;5;9;4;0;2;3;1
2021.01.02-08:24:54.111;49;23;2;2;4;0;7;3;3;2
2021.01.02-08:34:54.154;46;32;6;5;8;2;1;2;0;0
2021.01.02-08:44:54.273;53;38;7;2;2;10;1;4;1;3
2021.01.02-08:54:54.342;61;25;4;2;5;4;3;4;4;0
2021.01.02-09:04:54.451;55;46;4;7;10;7;4;2;1;0
2021.01.02-09:14:54.481;68;32;0;4;5;4;4;2;1;1
2021.01.02-09:24:54.757;83;45;4;7;6;8;7;7;2;1
2021.01.02-09:34:55.309;68;46;4;10;4;4;2;1;1;1
2021.01.02-09:44:55.464;77;57;8;9;6;1;5;4;1;2
2021.01.02-09:54:55.606;89;63;5;9;2;4;7;5;2;2
2021.01.02-10:04:55.704;86;44;6;6;5;6;4;1;4;0
2021.01.02-10:14:55.763;95;77;5;4;8;2;2;3;1;1
2021.01.02-10:24:55.937;98;71;4;6;9;3;9;2;1;1
2021.01.02-10:34:55.971;93;72;5;7;15;7;4;2;0;0
2021.01.02-10:44:56.004;86;81;3;10;13;4;2;4;1;4
2021.01.02-10:54:56.158;104;102;8;9;2;13;4;0;2;0
2021.01.02-11:04:56.322;77;90;11;10;7;6;7;3;2;0
2021.01.02-11:14:56.727;104;89;8;15;8;6;2;3;0;2
2021.01.02-11:24:56.863;84;96;4;11;9;4;1;5;1;0
2021.01.02-11:34:56.880;93;90;10;14;9;12;2;1;0;0
2021.01.02-11:44:57.092;90;100;8;8;9;6;4;3;1;2
2021.01.02-11:54:57.359;80;94;8;15;6;15;4;2;0;2
2021.01.02-12:04:57.407;94;104;8;13;5;9;4;5;3;0
2021.01.02-12:14:57.596;77;110;15;5;23;7;0;2;0;0
2021.01.02-12:24:57.769;84;98;16;10;14;2;6;2;1;1
2021.01.02-12:35:00.325;85;92;8;11;10;6;8;2;0;0
2021.01.02-12:45:00.539;72;77;15;9;12;11;0;4;3;1
2021.01.02-12:55:00.718;75;77;5;3;7;6;5;4;4;2
2021.01.02-13:05:00.777;95;89;10;9;14;9;3;1;2;0
2021.01.02-13:15:01.001;81;58;7;8;17;6;2;4;1;1
2021.01.02-13:25:01.108;79;98;4;12;11;24;1;4;0;1
2021.01.02-13:35:01.127;84;84;8;19;9;22;2;0;1;1
2021.01.02-13:45:01.220;84;78;9;12;11;12;1;7;2;0
2021.01.02-13:55:01.382;91;73;6;13;11;9;3;6;2;0
2021.01.02-14:05:01.568;71;64;24;24;13;28;2;2;5;0
2021.01.02-14:15:01.708;86;78;20;12;24;21;2;7;0;2
2021.01.02-14:25:01.870;51;78;18;4;20;18;1;2;1;0
2021.01.02-14:35:02.024;83;80;8;11;13;22;2;1;0;0
2021.01.02-14:45:02.546;68;80;16;16;24;22;3;5;0;2
2021.01.02-14:55:02.758;84;85;21;14;20;14;4;2;1;0
2021.01.02-15:05:02.901;77;68;13;11;27;11;3;0;2;1
2021.01.02-15:15:02.990;96;79;7;4;19;20;1;4;2;2
2021.01.02-15:25:03.033;98;91;10;5;24;15;4;7;2;2
2021.01.02-15:35:03.164;80;80;11;10;33;23;2;1;0;0
2021.01.02-15:45:03.228;90;75;7;6;21;14;2;8;0;0
2021.01.02-15:55:03.255;67;68;6;14;28;24;3;3;5;1
2021.01.02-16:05:03.615;78;85;6;6;27;18;4;1;3;1
2021.01.02-16:15:03.633;76;59;4;4;24;6;0;5;0;0
