Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2020.07.12-00:00:00.069;15;27;2;0;1;3;0;0;0;0
2020.07.12-00:10:00.163;14;25;4;9;0;3;0;0;0;0
2020.07.12-00:20:00.320;18;18;5;4;2;4;0;2;0;0
2020.07.12-00:30:00.343;19;27;3;3;0;2;0;0;0;0
2020.07.12-00:40:00.505;15;19;7;5;0;5;0;0;0;0
2020.07.12-00:50:00.688;18;19;8;8;1;1;0;0;0;0
2020.07.12-01:00:00.869;7;15;3;6;1;1;0;0;0;0
2020.07.12-01:10:01.042;13;14;10;0;4;0;0;0;0;0
2020.07.12-01:20:01.076;14;21;0;4;3;2;0;0;0;0
2020.07.12-01:30:01.115;17;18;1;2;1;5;0;1;0;0
2020.07.12-01:40:01.211;13;18;1;0;1;0;0;0;0;0
2020.07.12-01:50:01.239;19;17;1;1;0;0;0;0;0;0
2020.07.12-02:00:01.285;2;0;0;0;0;0;0;0;0;0
2020.07.12-02:26:39.165;8;9;0;1;0;1;0;0;0;0
2020.07.12-02:36:39.213;17;18;0;0;0;0;0;0;0;0
2020.07.12-02:46:39.249;15;20;3;1;4;2;0;0;0;0
2020.07.12-02:56:39.280;13;15;1;4;11;0;0;0;0;0
2020.07.12-03:06:39.302;18;22;1;1;1;1;0;0;0;0
2020.07.12-03:16:39.457;15;9;2;5;3;2;1;0;0;0
2020.07.12-03:26:39.488;10;7;0;1;0;1;0;1;0;0
2020.07.12-03:36:39.615;6;15;3;2;0;1;1;0;0;0
2020.07.12-03:46:39.816;15;5;0;0;4;3;1;0;0;0
2020.07.12-03:56:40.004;7;12;2;3;3;0;0;2;0;0
2020.07.12-04:06:40.046;4;1;2;0;2;1;0;1;0;1
2020.07.12-04:16:40.062;10;9;2;0;4;0;1;2;0;0
2020.07.12-04:26:40.174;13;5;1;0;2;0;2;0;0;0
2020.07.12-04:36:40.256;10;19;2;3;3;2;3;1;2;0
2020.07.12-04:46:42.764;17;11;0;2;3;4;2;4;0;1
