Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2020.03.28-07:24:59.828;22;34;1;4;7;3;1;4;1;4
2020.03.28-19:25:10.881;25;27;6;1;2;0;1;6;0;1
2020.03.28-07:04:59.668;26;22;2;3;4;1;4;1;0;4
2020.03.28-06:04:58.895;27;7;3;3;6;0;5;6;1;0
2020.03.28-12:45:06.420;46;36;10;12;4;9;6;3;1;2
2020.03.28-09:05:01.441;40;37;3;7;3;0;6;4;3;3
2020.03.28-14:25:07.470;39;54;15;25;5;9;5;6;1;1
2020.03.28-10:55:05.463;51;30;6;13;5;3;5;7;3;5
2020.03.28-21:35:23.035;6;10;3;2;1;0;3;6;0;1
2020.03.28-19:35:11.058;16;20;2;6;4;1;4;2;1;1
2020.03.28-02:04:56.692;4;4;4;0;2;0;0;0;0;0
2020.03.28-12:25:06.239;41;57;8;19;4;4;4;5;1;1
2020.03.28-18:05:10.102;34;35;5;5;24;1;1;2;0;1
2020.03.28-14:05:07.247;49;63;13;11;5;4;4;3;1;2
2020.03.28-05:44:58.776;19;3;3;2;1;1;1;2;2;1
2020.03.28-06:34:59.341;18;21;2;2;3;7;2;2;2;1
2020.03.28-18:55:10.699;37;28;5;1;5;1;3;3;2;0
2020.03.28-03:24:57.505;0;2;0;0;0;0;0;1;1;0
2020.03.28-22:25:23.556;10;4;0;0;0;0;2;2;2;1
2020.03.28-05:24:58.349;16;2;1;0;2;0;3;6;1;1
2020.03.28-13:25:06.722;42;69;6;27;3;4;3;6;2;1
2020.03.28-17:15:09.498;51;38;18;16;30;2;2;4;1;1
2020.03.28-11:05:05.526;39;49;5;16;11;3;3;7;2;3
2020.03.28-09:25:01.656;46;32;3;6;2;2;7;6;4;1
2020.03.28-10:05:02.156;39;50;0;10;7;7;3;10;3;1
2020.03.28-03:04:57.323;1;1;0;0;1;0;0;0;0;0
2020.03.28-04:14:58.030;2;4;0;0;0;0;0;0;0;1
2020.03.28-02:54:57.266;4;2;0;0;0;0;0;0;0;0
2020.03.28-04:04:57.924;2;5;1;0;0;0;0;1;0;0
2020.03.28-10:15:02.270;30;49;6;9;6;4;5;1;3;2
2020.03.28-13:05:06.581;42;53;9;14;0;8;1;4;3;0
2020.03.28-12:15:06.238;46;39;8;26;4;6;1;6;2;3
2020.03.28-22:15:23.554;6;7;0;0;0;0;0;1;0;1
2020.03.28-23:05:23.763;5;2;0;0;0;0;3;2;0;0
2020.03.28-14:15:07.300;45;61;9;27;6;7;4;3;1;2
2020.03.28-16:25:08.982;44;42;26;18;14;2;4;5;0;2
2020.03.28-01:24:56.289;1;2;2;0;0;1;0;0;0;0
2020.03.28-01:54:56.620;2;0;0;0;0;0;0;0;0;0
