Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2020.04.05-01:30:01.271;0;3;0;0;0;0;0;0;0;0
2020.04.05-00:30:00.485;1;5;3;0;1;0;0;0;0;0
2020.04.05-01:00:00.954;3;1;0;0;0;0;0;0;0;0
2020.04.05-01:40:01.373;2;4;0;0;0;0;0;0;0;0
2020.04.05-00:40:00.634;1;6;0;0;0;0;0;0;0;0
2020.04.05-02:00:01.626;0;2;0;0;0;0;0;0;0;0
2020.04.05-01:50:01.448;4;0;1;1;0;0;0;0;0;0
2020.04.05-00:10:00.212;1;2;0;0;0;1;0;0;0;0
2020.04.05-00:50:00.810;1;2;0;3;0;0;0;0;0;0
2020.04.05-00:00:00.095;1;5;0;0;0;0;0;0;0;0
2020.04.05-01:10:01.087;2;0;3;1;0;0;0;0;0;0
2020.04.05-00:20:00.319;1;1;2;0;5;0;0;2;0;0
2020.04.05-01:20:01.195;1;4;0;0;0;0;0;0;0;0
