Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2020.05.19-12:21:34.669;77;82;11;13;9;1;3;3;1;0
2020.05.19-07:21:30.603;126;56;29;12;30;0;5;2;2;4
2020.05.19-11:11:34.065;96;70;9;17;12;4;11;4;2;3
2020.05.19-14:11:36.203;77;113;20;24;13;4;2;7;0;1
2020.05.19-08:01:31.274;104;56;17;19;23;2;7;4;1;0
2020.05.19-03:31:14.590;3;3;0;0;0;0;0;0;0;0
2020.05.19-01:10:00.549;5;5;0;0;0;2;0;5;0;3
2020.05.19-09:51:33.044;116;96;9;13;14;0;2;7;2;1
2020.05.19-04:21:28.271;9;7;4;3;0;0;0;1;0;1
2020.05.19-11:51:34.339;88;113;16;10;8;7;4;3;2;2
2020.05.19-21:31:46.606;17;15;5;2;4;3;0;1;0;0
2020.05.19-00:10:00.069;3;5;0;1;2;2;0;0;0;0
2020.05.19-15:41:37.429;87;124;19;29;23;5;2;5;1;3
2020.05.19-09:01:32.000;109;96;6;13;10;0;3;3;0;2
2020.05.19-18:51:44.983;58;91;10;30;11;5;3;6;0;2
2020.05.19-05:41:29.055;47;16;1;4;9;1;1;5;2;2
2020.05.19-08:41:31.627;114;77;13;14;18;4;2;4;0;2
2020.05.19-07:31:30.810;126;77;19;16;28;4;3;0;0;2
2020.05.19-11:41:34.290;92;79;11;14;11;5;1;1;1;4
2020.05.19-23:01:47.468;13;10;1;2;2;1;2;2;0;0
2020.05.19-01:50:00.759;0;3;0;0;0;0;0;0;0;0
2020.05.19-16:51:38.204;93;135;28;39;30;10;5;4;0;1
2020.05.19-22:41:47.319;7;18;6;1;2;1;0;7;0;2
2020.05.19-13:31:35.840;94;96;12;15;16;4;7;2;0;0
2020.05.19-14:21:36.393;84;83;6;18;17;3;1;6;2;1
2020.05.19-21:11:46.464;20;41;11;8;1;3;1;3;0;1
2020.05.19-06:51:29.900;107;56;12;13;29;0;4;7;0;2
2020.05.19-20:31:45.962;44;54;3;4;12;1;0;2;0;2
2020.05.19-05:01:28.615;22;6;2;1;9;0;1;0;2;0
2020.05.19-00:20:00.077;3;4;4;2;0;0;0;1;0;0
2020.05.19-15:31:37.401;104;129;19;29;17;5;1;4;0;2
2020.05.19-09:21:32.618;114;72;13;7;13;4;4;1;1;1
2020.05.19-15:21:37.196;73;109;12;25;19;1;3;5;2;1
2020.05.19-23:41:47.872;3;5;1;3;1;0;0;1;0;0
2020.05.19-16:21:37.936;90;151;18;37;17;7;7;5;1;1
2020.05.19-05:21:28.872;31;12;4;4;9;0;2;2;2;2
2020.05.19-09:41:32.819;113;90;4;19;7;3;1;7;0;1
2020.05.19-23:31:47.826;2;10;5;1;1;0;1;0;0;0
2020.05.19-06:31:29.524;92;35;12;12;13;1;5;1;0;1
2020.05.19-18:11:44.597;65;82;18;28;17;6;2;3;0;3
2020.05.19-14:31:36.639;85;106;17;28;20;8;4;2;0;1
2020.05.19-11:01:33.994;56;121;6;12;12;2;3;4;0;2
