Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2020.03.31-14:57:54.768;64;97;8;13;3;7;7;8;4;0
2020.03.31-07:17:44.912;96;57;4;7;21;4;4;8;3;3
2020.03.31-03:17:42.358;3;1;0;0;0;0;0;0;0;0
2020.03.31-02:57:42.094;1;0;0;0;0;0;0;0;0;0
2020.03.31-08:37:45.718;72;66;2;9;8;2;7;5;3;3
2020.03.31-16:17:56.337;60;120;13;9;6;6;3;5;3;1
2020.03.31-07:57:45.395;68;56;7;4;19;1;5;9;4;2
2020.03.31-02:17:41.771;0;1;0;0;0;1;0;0;0;0
2020.03.31-13:57:53.950;64;83;7;10;5;8;6;6;3;0
2020.03.31-06:17:44.239;53;14;4;3;8;2;7;8;1;4
2020.03.31-11:07:48.420;57;53;2;8;6;1;8;3;2;4
2020.03.31-12:57:53.230;76;71;7;7;5;5;13;6;3;1
2020.03.31-05:47:44.091;27;9;1;5;1;1;2;10;1;0
2020.03.31-11:27:51.502;49;67;2;8;2;6;0;9;4;0
2020.03.31-16:37:56.506;51;117;12;9;14;5;3;8;4;2
2020.03.31-18:37:58.144;44;40;6;7;6;2;3;1;0;3
2020.03.31-08:47:46.199;66;44;7;7;7;1;3;4;1;2
2020.03.31-17:47:57.245;65;68;6;12;7;0;3;13;1;2
2020.03.31-11:17:51.348;64;72;0;4;5;0;3;3;3;2
2020.03.31-21:07:59.527;13;20;0;3;0;1;1;3;1;1
2020.03.31-23:18:00.965;3;8;0;1;0;0;0;0;0;0
2020.03.31-07:27:45.091;77;50;10;11;22;3;10;2;3;1
2020.03.31-23:28:01.121;3;2;0;0;1;0;1;0;0;0
2020.03.31-15:17:55.344;67;97;5;12;8;9;5;7;2;1
2020.03.31-15:07:55.026;51;103;9;16;2;4;4;6;1;4
2020.03.31-18:57:58.387;32;46;3;8;7;5;3;4;2;3
2020.03.31-04:17:43.002;4;2;2;0;0;0;1;0;1;1
2020.03.31-09:47:47.467;57;44;2;4;1;0;5;4;2;1
2020.03.31-03:27:42.428;0;1;0;0;0;0;0;1;0;1
2020.03.31-00:40:00.302;0;1;0;0;0;0;0;0;0;0
2020.03.31-18:07:57.689;46;76;8;16;3;2;2;5;0;1
2020.03.31-08:57:46.364;66;43;3;6;15;5;5;5;3;0
2020.03.31-12:27:53.041;81;71;8;10;7;1;4;7;2;2
2020.03.31-21:37:59.939;11;13;1;2;0;0;4;1;1;1
2020.03.31-20:27:59.320;21;34;4;2;1;0;5;5;0;0
2020.03.31-13:17:53.613;72;72;8;9;7;1;6;9;1;1
2020.03.31-05:17:43.621;31;7;6;2;1;0;2;2;1;1
2020.03.31-12:47:53.131;69;82;11;6;5;6;1;7;2;3
2020.03.31-22:18:00.295;9;14;1;0;0;1;1;1;0;1
