Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2020.07.25-00:00:00.111;76;36;18;5;39;5;0;0;0;0
2020.07.25-00:10:00.347;19;20;4;2;3;1;0;0;0;0
2020.07.25-00:20:00.492;18;25;9;6;2;5;0;2;0;0
2020.07.25-00:30:00.532;20;26;10;12;5;3;0;0;0;0
2020.07.25-00:40:00.728;8;20;4;6;4;2;0;0;0;0
2020.07.25-00:50:00.759;5;17;2;7;1;3;1;0;0;0
2020.07.25-01:00:00.920;12;11;2;4;5;2;0;0;0;0
2020.07.25-01:10:01.102;8;18;6;5;2;2;0;0;0;0
2020.07.25-01:20:01.152;27;19;0;1;0;1;0;0;0;0
2020.07.25-01:30:01.205;12;11;0;0;0;1;0;0;0;0
2020.07.25-01:40:01.327;10;14;0;0;0;0;0;0;1;0
2020.07.25-01:50:01.455;22;13;1;1;0;1;0;0;0;0
2020.07.25-02:00:01.550;1;5;0;1;0;0;0;0;0;0
2020.07.25-02:51:42.696;16;8;1;1;2;1;0;0;0;0
2020.07.25-03:01:42.807;6;8;1;0;2;0;0;0;0;0
2020.07.25-03:11:42.818;1;2;0;1;1;1;0;0;0;0
2020.07.25-03:21:42.912;6;8;1;0;7;1;0;1;0;0
2020.07.25-03:31:43.042;9;8;1;1;1;1;0;2;0;0
2020.07.25-03:41:43.166;15;9;0;0;0;0;0;0;0;0
2020.07.25-03:51:43.289;4;5;1;0;1;0;0;0;0;0
2020.07.25-04:01:43.411;11;6;1;1;0;1;0;2;0;0
2020.07.25-04:11:43.547;5;5;0;1;0;0;2;1;0;0
2020.07.25-04:21:43.571;6;3;2;2;1;1;1;0;0;0
2020.07.25-04:31:43.625;7;7;1;1;0;0;2;5;0;0
2020.07.25-04:41:43.765;10;9;3;0;1;2;5;5;0;1
2020.07.25-04:51:43.845;8;6;2;1;0;4;2;3;1;2
2020.07.25-05:01:43.848;18;3;5;1;2;1;7;2;2;2
2020.07.25-05:11:43.955;11;16;2;2;3;0;3;8;1;3
2020.07.25-05:21:43.974;13;10;7;0;2;1;3;7;4;0
2020.07.25-05:31:44.220;22;3;2;1;4;0;1;3;0;2
2020.07.25-05:41:44.236;26;13;2;4;4;0;2;3;3;3
2020.07.25-05:51:44.340;30;5;2;3;3;0;1;3;0;2
2020.07.25-06:01:44.508;31;10;4;6;7;1;5;3;1;0
2020.07.25-06:11:44.556;26;13;2;4;5;1;1;8;2;0
2020.07.25-06:21:44.621;30;18;2;4;2;0;4;4;1;1
