Dátum;Irány 0 - Autók számossága;Irány 1 - Autók számossága;Irány 0 - Biciklisek számossága;Irány 1 - Biciklisek számossága;Irány 0 - Gyalogosok számossága;Irány 1 - Gyalogosok számossága;Irány 0 - Buszok számossága;Irány 1 - Buszok számossága;Irány 0 - Trolik számossága;Irány 1 - Trolik számossága
2021.06.21-00:00:00.183;2;2;0;2;1;1;0;0;0;0
2021.06.21-00:10:00.209;5;1;1;1;0;2;0;0;0;0
2021.06.21-00:20:00.217;5;7;1;0;1;2;0;2;0;0
2021.06.21-00:30:00.218;2;7;2;0;1;0;0;1;0;0
2021.06.21-00:40:00.285;5;3;0;2;0;1;0;0;0;0
2021.06.21-00:50:00.297;1;2;2;0;0;0;1;0;0;0
2021.06.21-01:00:00.409;5;5;0;0;0;0;0;0;0;0
2021.06.21-01:10:00.603;1;4;1;2;0;0;0;0;0;0
2021.06.21-01:20:00.799;3;3;1;1;0;0;0;0;0;0
2021.06.21-01:30:00.837;2;3;0;0;0;0;0;0;0;0
2021.06.21-01:40:00.866;3;0;5;2;1;1;0;0;0;0
2021.06.21-01:50:00.990;4;1;0;0;0;0;0;0;0;0
2021.06.21-02:00:01.096;2;2;0;0;0;0;0;0;0;0
2021.06.21-02:10:01.273;1;2;0;2;0;0;0;0;0;1
2021.06.21-02:20:01.305;1;4;3;1;3;0;0;0;0;0
2021.06.21-02:30:01.408;1;2;0;0;0;0;0;0;0;0
2021.06.21-02:40:01.542;2;1;4;0;1;0;0;0;0;0
2021.06.21-02:50:01.652;1;3;1;2;1;0;0;1;0;0
2021.06.21-03:00:01.685;1;1;3;0;1;0;0;0;0;0
2021.06.21-03:10:01.793;6;1;1;1;0;0;0;0;0;0
2021.06.21-03:20:01.834;1;1;0;3;0;4;0;3;0;0
2021.06.21-03:30:11.591;3;3;2;0;0;0;0;1;0;2
2021.06.21-03:40:11.648;11;2;1;0;1;0;1;0;2;0
2021.06.21-03:50:52.810;7;1;1;0;0;0;0;0;0;0
2021.06.21-04:00:52.954;7;5;1;0;0;1;0;0;0;0
2021.06.21-04:10:52.974;7;4;3;0;2;0;1;6;0;1
2021.06.21-04:20:53.156;15;6;4;0;4;0;1;6;1;1
2021.06.21-04:30:53.156;7;9;4;0;5;0;3;11;3;2
2021.06.21-04:40:53.238;19;4;1;5;6;0;5;4;3;2
2021.06.21-04:51:00.577;23;6;4;5;1;0;0;6;3;2
2021.06.21-05:01:00.695;19;14;11;4;8;0;5;4;1;0
2021.06.21-05:11:00.701;37;9;9;6;9;2;3;4;0;4
2021.06.21-05:21:00.749;32;20;11;8;3;2;16;9;3;4
2021.06.21-05:31:00.909;33;23;11;6;7;3;45;14;1;0
2021.06.21-05:41:00.938;61;34;7;14;3;0;26;13;9;11
2021.06.21-05:51:01.073;30;18;9;15;4;1;6;11;0;1
2021.06.21-06:01:01.158;48;28;7;8;4;0;4;9;2;0
2021.06.21-06:11:01.636;55;19;16;11;8;4;1;8;2;0
2021.06.21-06:21:01.721;101;40;13;17;12;3;5;10;1;5
2021.06.21-06:31:01.872;82;39;9;13;20;8;14;7;0;1
2021.06.21-06:41:01.898;120;42;10;17;16;4;7;10;2;4
2021.06.21-06:51:01.922;121;60;9;16;26;5;9;12;2;5
2021.06.21-07:01:02.005;128;72;20;24;41;8;7;5;1;2
2021.06.21-07:11:02.183;140;64;17;25;45;7;5;6;0;0
2021.06.21-07:21:02.297;136;81;30;21;47;12;4;9;0;4
2021.06.21-07:31:02.511;138;91;27;23;43;13;13;2;2;1
2021.06.21-07:41:02.819;149;89;24;28;50;8;8;13;2;0
